"ensemble_id","year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","sb_sbmsy","f_fmsy"
"ensemble-001",1980,0.69286018121959,594.526,858.075,85.222043,0.0432931593473335,3.0415,0.264375
"ensemble-001",1981,0.672750032453684,544.1505,808.845,116.710954,0.069870487130086,2.78375,0.247525
"ensemble-001",1982,0.665215284618155,521.69675,784.2525,117.515416,0.078665959297851,2.66875,0.2826
"ensemble-001",1983,0.660839603886234,529.354,801.0325,94.300287,0.102060575489539,2.70825,0.278325
"ensemble-001",1984,0.659981492459623,570.56225,864.5125,114.204714,0.109115265615031,2.91925,0.304
"ensemble-001",1985,0.640717216509123,589.8715,920.6425,106.9823995,0.107145830267203,3.01775,0.316325
"ensemble-001",1986,0.615918196367386,573.426,931.01,83.890758,0.113046454102832,2.93375,0.291125
"ensemble-001",1987,0.600660628383427,572.8125,953.6375,166.3714106,0.118451609217643,2.9305,0.373825
"ensemble-001",1988,0.582323806451125,577.5735,991.8425,136.990197,0.100727093543731,2.95475,0.3189
"ensemble-001",1989,0.569849104954781,572.60575,1004.8375,109.100335,0.103981743964665,2.92925,0.31545
"ensemble-001",1990,0.566671847633188,610.681,1077.6625,105.739375,0.138729255687948,3.12425,0.3877
"ensemble-001",1991,0.557533401530668,628.13525,1126.6325,133.585556,0.155812181270449,3.21325,0.36125
"ensemble-001",1992,0.539526264060282,617.55525,1144.625,120.210207,0.163887813113971,3.1595,0.45485
"ensemble-001",1993,0.509587871684009,576.0445,1130.4125,94.332682,0.140625134230375,2.947,0.4081
"ensemble-001",1994,0.48654715797692,554.637,1139.945,154.935396,0.133691583583795,2.83775,0.47215
"ensemble-001",1995,0.46133351117564,527.45875,1143.335,65.34113,0.141641316265905,2.6985,0.4132
"ensemble-001",1996,0.455761956497639,513.883,1127.525,173.22318,0.144999977096294,2.629,0.382875
"ensemble-001",1997,0.473918539659119,549.22775,1158.9075,110.404954,0.200157145165493,2.80975,0.48785
"ensemble-001",1998,0.457575368664225,543.7105,1188.2425,114.599271,0.202492808919488,2.78125,0.57555
"ensemble-001",1999,0.432804856424645,518.67875,1198.4125,141.939941,0.285630736033276,2.65375,0.63885
"ensemble-001",2000,0.400641474808141,480.289,1198.8,161.023732,0.243651450273168,2.457,0.609075
"ensemble-001",2001,0.377281184359517,448.14025,1187.815,96.773432,0.204434234101238,2.29275,0.5195
"ensemble-001",2002,0.366773800378962,447.6245,1220.4375,134.2773,0.187977380494791,2.29025,0.64125
"ensemble-001",2003,0.353668045424371,450.17875,1272.885,108.853189,0.22507988743607,2.303,0.58835
"ensemble-001",2004,0.343596948316322,443.277,1290.1075,164.012418,0.226452397964729,2.268,0.819525
"ensemble-001",2005,0.317662487018054,406.04175,1278.2175,107.20547,0.233319205506676,2.07725,0.65615
"ensemble-001",2006,0.31206472813091,399.33675,1279.66,119.692801,0.251269623228704,2.043,0.69565
"ensemble-001",2007,0.30929190434612,402.047,1299.895,107.488021,0.253301379425126,2.05675,0.713175
"ensemble-001",2008,0.297876105853481,386.2835,1296.7925,131.742193,0.315252868082529,1.976,0.774275
"ensemble-001",2009,0.281540531104716,356.83925,1267.4525,127.68935,0.264525114481188,1.82525,0.782325
"ensemble-001",2010,0.269442663792458,333.10725,1236.2825,97.629778,0.215918948888188,1.70425,0.65505
"ensemble-001",2011,0.269084273779271,333.275,1238.5525,111.266018,0.276868473727558,1.70525,0.816
"ensemble-001",2012,0.261168393246254,321.813,1232.205,161.349868,0.259254061959167,1.64625,0.82235
"ensemble-001",2013,0.252261755952071,303.218,1201.9975,149.319945,0.248473393489632,1.55125,0.740025
"ensemble-001",2014,0.25869180190638,313.66575,1212.5075,91.898098,0.31534209444274,1.60475,0.7999
"ensemble-001",2015,0.268242632756369,339.9345,1267.265,117.284391,0.259507825780696,1.739,0.725175
"ensemble-001",2016,0.270390936288645,349.992,1294.3925,124.195756,0.350150783737546,1.7905,0.7616
"ensemble-001",2017,0.266414216404482,338.66775,1271.2075,129.224569,0.233953059120359,1.7325,0.64265
"ensemble-001",2018,0.265491674583729,331.848,1249.9375,104.681634,0.269404263668241,1.69775,0.747425
"ensemble-001",2019,0.26502587659472,330.30175,1246.3,106.594434,0.198463247009288,1.68975,0.659075
"ensemble-001",2020,0.270371226991891,336.08225,1243.04,117.527263,0.33098504960358,1.71925,0.70275
"ensemble-001",2021,0.280054363661926,343.605,1226.9225,102.829164,0.347764939035946,1.75775,0.68995
"ensemble-001",2022,0.285321465452837,344.67475,1208.0225,87.970165,0.390291965873085,1.76325,0.754125
"ensemble-001",2023,0.274431763145149,325.81225,1187.225,130.395323,0.393564618672612,1.667,0.823375
"ensemble-001",2024,0.246494812205509,285.502,1158.2475,111.204223,0.305199593218049,1.4605,0.9048
"ensemble-002",1952,0.996694620385244,2447.7275,2455.845,118.407551,0.00714680024021544,6.679,0.0459475
"ensemble-002",1953,0.985785356810396,2491.225,2527.1475,99.323441,0.00673217978590545,6.798,0.04283
"ensemble-002",1954,0.978284907589583,2525.8925,2581.96,132.14769,0.00458500244423609,6.89275,0.0281525
"ensemble-002",1955,0.972066742258553,2561.165,2634.7625,119.5301614,0.00724581112458137,6.98875,0.045955
"ensemble-002",1956,0.96391092072281,2576.4375,2672.9,66.8325669,0.00925702111735774,7.0305,0.05257
"ensemble-002",1957,0.954999695021198,2622.5175,2746.0925,47.0584821,0.0137922222331882,7.15625,0.0732325
"ensemble-002",1958,0.939911492824716,2545.52,2708.255,128.388403,0.0182243460942495,6.94575,0.1093275
"ensemble-002",1959,0.92051659834292,2339.7875,2541.82,50.495105,0.0132450972069943,6.3845,0.0995
"ensemble-002",1960,0.905171798328103,2123.6575,2346.1375,79.002008,0.0144686864257344,5.79475,0.0963975
"ensemble-002",1961,0.896943589968144,2048.3725,2283.725,54.5955347,0.0138548229135679,5.58925,0.0988
"ensemble-002",1962,0.888399559144483,1936.58,2179.8525,73.688065,0.0126023952027657,5.28425,0.09706
"ensemble-002",1963,0.879470447759035,1823.87,2073.8275,54.178523,0.0170937003835887,4.97675,0.1278275
"ensemble-002",1964,0.868886449879423,1696.125,1952.0675,64.8922553,0.0113503992171659,4.62825,0.097845
"ensemble-002",1965,0.867755209835156,1610.02,1855.385,46.1653846,0.0132987981683835,4.39325,0.0937525
"ensemble-002",1966,0.867029703803197,1546.005,1783.105,94.570374,0.0128380631988142,4.2185,0.107925
"ensemble-002",1967,0.8615652774539,1459.3925,1693.885,29.376752,0.0174274938086436,3.98225,0.1190975
"ensemble-002",1968,0.857489676276122,1373.0875,1601.2875,55.631535,0.0133946376965332,3.74675,0.0980175
"ensemble-002",1969,0.857902870074012,1344.885,1567.6425,76.4545998,0.0153557151932946,3.67,0.1231425
"ensemble-002",1970,0.854101694017911,1290.5925,1511.0525,57.9775007,0.0259530599754276,3.52175,0.117575
"ensemble-002",1971,0.851775035078398,1250.525,1468.14,42.7719255,0.0274457769324432,3.41225,0.119145
"ensemble-002",1972,0.848432864609471,1242.6275,1464.615,49.951817,0.0386759799587685,3.3905,0.163825
"ensemble-002",1973,0.835492529112158,1185.99,1419.51,74.9376548,0.0240226158159253,3.23625,0.137
"ensemble-002",1974,0.826327183666329,1133.63,1371.89,33.8158497,0.0386476021536976,3.0935,0.1545
"ensemble-002",1975,0.816837275234133,1106.3775,1354.465,110.212713,0.0332480990174829,3.019,0.195725
"ensemble-002",1976,0.800287410372354,1063.67,1329.11,45.737377,0.0392217044801804,2.90225,0.20455
"ensemble-002",1977,0.78700555755349,1061.3675,1348.615,84.2059133,0.0485490955123187,2.89625,0.227525
"ensemble-002",1978,0.781105761896484,1100.8475,1409.345,12.484714,0.0380390397242224,3.00375,0.1879
"ensemble-002",1979,0.770097548401578,1097.93,1425.7025,53.028909,0.0477459899807458,2.99575,0.239475
"ensemble-002",1980,0.753517050591319,1077.26,1429.6425,61.956253,0.0426592631190694,2.93975,0.237925
"ensemble-002",1981,0.73908901122523,1014.2925,1372.355,81.296873,0.0668293183060463,2.768,0.22575
"ensemble-002",1982,0.730662217928266,975.5875,1335.21,88.0836539,0.0800248217890004,2.662,0.265025
"ensemble-002",1983,0.723387481241154,974.9075,1347.6975,68.461011,0.0959344359106194,2.66025,0.2634
"ensemble-002",1984,0.716596328376326,1021.3325,1425.255,68.6810009,0.106650403770555,2.78675,0.285375
"ensemble-002",1985,0.69906932932674,1053.8575,1507.515,89.9709904,0.105289560647556,2.87575,0.296975
"ensemble-002",1986,0.678039446426563,1040.0125,1533.8525,57.1314217,0.11347727752519,2.838,0.27385
"ensemble-002",1987,0.661557624271425,1039.6775,1571.56,119.2427788,0.120626503266915,2.837,0.34935
"ensemble-002",1988,0.64322751152912,1052.0195,1635.5325,102.824441,0.108723102978038,2.87075,0.30165
"ensemble-002",1989,0.629547204981974,1050.346,1668.415,87.19371,0.0972453891952563,2.866,0.296225
"ensemble-002",1990,0.622557983410439,1108.175,1780.035,84.593436,0.131061336673254,3.02375,0.3585
"ensemble-002",1991,0.615248099479437,1155.2975,1877.775,84.7364263,0.146168516132784,3.1525,0.323725
"ensemble-002",1992,0.602771440248742,1165.115,1932.93,102.696176,0.177912113634031,3.17925,0.404225
"ensemble-002",1993,0.582470225716688,1130.85575,1941.4825,57.918144,0.136193929832372,3.0855,0.35405
"ensemble-002",1994,0.562279014894183,1104.517,1964.3575,117.158073,0.128016637693188,3.014,0.4071
"ensemble-002",1995,0.541313092026849,1078.634,1992.625,50.624934,0.127026667856875,2.9435,0.3608
"ensemble-002",1996,0.532646295944835,1052.4425,1975.875,137.392454,0.144709221673146,2.87175,0.34035
"ensemble-002",1997,0.541923791164419,1092.1485,2015.3175,53.189495,0.196892263719975,2.98025,0.427
"ensemble-002",1998,0.532515582082605,1098.29475,2062.465,116.986248,0.203361762316215,2.997,0.4972
"ensemble-002",1999,0.515839407282549,1083.344,2100.1575,96.946328,0.286311035472383,2.95625,0.5338
"ensemble-002",2000,0.49076813814298,1034.80425,2108.54,132.406062,0.241531362071828,2.8235,0.513025
"ensemble-002",2001,0.469472032525339,989.59775,2107.895,63.509409,0.204203455770283,2.7005,0.4416
"ensemble-002",2002,0.455236562107846,981.292,2155.565,108.65144,0.186617232844332,2.67775,0.552825
"ensemble-002",2003,0.439936407565214,981.673,2231.3975,70.391369,0.22328834969399,2.6785,0.499775
"ensemble-002",2004,0.427981448836569,966.8775,2259.1575,128.117912,0.261713723710762,2.6385,0.706125
"ensemble-002",2005,0.408955243777933,920.2955,2250.3575,69.56022,0.243996903675828,2.51125,0.560725
"ensemble-002",2006,0.398463308525591,894.38875,2244.595,83.205791,0.254655593329891,2.4405,0.6108
"ensemble-002",2007,0.387952259669228,878.128,2263.495,99.705617,0.290424750799578,2.396,0.620875
"ensemble-002",2008,0.375437520595611,840.24325,2238.0375,85.061688,0.388239619678628,2.29275,0.665725
"ensemble-002",2009,0.361072491984817,790.03925,2188.035,100.24861,0.29229228388816,2.15575,0.682475
"ensemble-002",2010,0.343770866991325,743.14925,2161.7575,72.897718,0.229025406936357,2.0275,0.573825
"ensemble-002",2011,0.335871595087623,725.706,2160.665,78.736165,0.311103426305253,1.98025,0.7126
"ensemble-002",2012,0.326938519709558,705.56275,2158.09,126.385222,0.278745413307051,1.92525,0.7299
"ensemble-002",2013,0.318490407214569,673.483,2114.61,111.988925,0.26824869379404,1.83775,0.668825
"ensemble-002",2014,0.321089536329092,680.01225,2117.8275,67.174129,0.316664758722252,1.8555,0.72205
"ensemble-002",2015,0.328526294194078,720.606,2193.45,89.793005,0.258748833431097,1.96625,0.639775
"ensemble-002",2016,0.330612443172872,740.14125,2238.6975,91.974582,0.357116284284628,2.0195,0.665625
"ensemble-002",2017,0.329076167026238,728.72025,2214.4425,91.566567,0.243949642308016,1.98825,0.56075
"ensemble-002",2018,0.328670862711169,718.92725,2187.3775,73.34892,0.284675434501523,1.96175,0.662575
"ensemble-002",2019,0.326715503545594,711.0285,2176.2925,76.03929,0.196519025343923,1.94025,0.593875
"ensemble-002",2020,0.32704323806172,706.23025,2159.44,81.080723,0.322155798770429,1.92725,0.633875
"ensemble-002",2021,0.331881360826443,703.966,2121.1375,76.950024,0.306422292617862,1.921,0.6246
"ensemble-002",2022,0.332374626745412,690.9545,2078.8425,65.078346,0.43381633295708,1.8855,0.680375
"ensemble-002",2023,0.324896572250608,654.959,2015.9,90.819385,0.42046494992969,1.78725,0.725425
"ensemble-002",2024,0.307528085888541,604.82625,1966.735,80.691077,0.30352560990843,1.65025,0.799925
"ensemble-003",1952,0.993728556208948,1480.7425,1490.0875,70.627689,0.0110061091264415,4.75575,0.0825025
"ensemble-003",1953,0.974311581153204,1487.8225,1527.05,84.83416,0.0104857911242655,4.77875,0.0769525
"ensemble-003",1954,0.962699396763979,1496.5475,1554.5325,57.483846,0.00887147051016184,4.80675,0.05151
"ensemble-003",1955,0.953338063580207,1508.1975,1582.0175,86.6650549,0.0104617918254716,4.844,0.0814425
"ensemble-003",1956,0.940401841697037,1518.575,1614.815,36.9705489,0.0145223920596557,4.8775,0.0937675
"ensemble-003",1957,0.927619548066287,1553.4775,1674.6925,26.5835871,0.0217328757427366,4.98925,0.1274175
"ensemble-003",1958,0.904828070006413,1502.6525,1660.705,48.5133714,0.0302858986216396,4.82625,0.191175
"ensemble-003",1959,0.874565936420906,1351.8275,1545.7125,59.2003552,0.0192131293272819,4.34175,0.18153
"ensemble-003",1960,0.847596932004129,1192.66,1407.1075,33.8947291,0.0249444108299793,3.8305,0.185045
"ensemble-003",1961,0.835230540114127,1132.89,1356.38,40.7779668,0.0214002637333078,3.63875,0.18185
"ensemble-003",1962,0.824077180884503,1068.3625,1296.435,42.635086,0.0208226695697159,3.43125,0.1793
"ensemble-003",1963,0.811551067771422,996.605,1228.025,52.81595,0.0245923532283896,3.20075,0.231675
"ensemble-003",1964,0.796386550804395,920.37,1155.6825,30.5628933,0.0181925298277589,2.9565,0.1742
"ensemble-003",1965,0.799716308230433,889.3825,1112.1225,25.3737981,0.0211864520170493,2.85625,0.1639
"ensemble-003",1966,0.803456079750048,876.9,1091.41,66.9074988,0.0196645780555587,2.8165,0.189325
"ensemble-003",1967,0.795533278925714,826.1275,1038.4575,19.8305674,0.0256053768129468,2.6535,0.20495
"ensemble-003",1968,0.791428874455814,783.5225,990.01,35.4029872,0.021484484698561,2.5165,0.169075
"ensemble-003",1969,0.794430172816441,782.4025,984.86,41.8145124,0.0250386062947511,2.51275,0.21755
"ensemble-003",1970,0.786840740329094,743.34025,944.715,35.4073911,0.0410804118864716,2.38725,0.2073
"ensemble-003",1971,0.782038332959451,714.654,913.835,25.517678,0.0411192682074367,2.29525,0.2121
"ensemble-003",1972,0.77556037124595,708.614,913.68,29.081294,0.0597015574765714,2.27575,0.29625
"ensemble-003",1973,0.752514861191061,660.17,877.285,42.239013,0.0340994777376635,2.1205,0.246775
"ensemble-003",1974,0.739252836208934,625.55575,846.2,21.3805211,0.0584251827222819,2.0095,0.2778
"ensemble-003",1975,0.724326125017179,606.09075,836.765,72.391755,0.0554191200813202,1.94675,0.365425
"ensemble-003",1976,0.695601300308454,564.90825,812.115,19.1001855,0.063814810116598,1.81425,0.376825
"ensemble-003",1977,0.676278006014146,558.866,826.385,53.1246142,0.0797467333776314,1.79525,0.41975
"ensemble-003",1978,0.668334940496469,578.72125,865.915,5.6996466,0.0629984992119006,1.85875,0.352275
"ensemble-003",1979,0.650190298507463,566.31575,871,24.8836433,0.0859973552165811,1.81875,0.45495
"ensemble-003",1980,0.621317431733635,537.379,864.9025,46.725503,0.0694715959294643,1.726,0.467875
"ensemble-003",1981,0.596576295600056,488.72425,819.215,56.216045,0.0997188962615198,1.56975,0.438125
"ensemble-003",1982,0.585832215876945,468.553,799.8075,57.5554066,0.116882819042603,1.505,0.502675
"ensemble-003",1983,0.580298624992428,479.0075,825.45,43.315446,0.144349146389954,1.53825,0.491525
"ensemble-003",1984,0.57705187596511,518.50275,898.5375,43.2609976,0.164280033020961,1.6655,0.533225
"ensemble-003",1985,0.55387098618786,532.7325,961.835,56.4824952,0.157717115643204,1.711,0.559525
"ensemble-003",1986,0.52632064730926,518.914,985.9275,42.983522,0.169729262930733,1.66675,0.51235
"ensemble-003",1987,0.507534697654833,518.26525,1021.1425,72.3824209,0.17582039651554,1.6645,0.654275
"ensemble-003",1988,0.48489970679946,520.952,1074.35,64.947151,0.167280503133432,1.673,0.570175
"ensemble-003",1989,0.471825200580798,522.3565,1107.0975,59.0420037,0.147731839200644,1.6775,0.55015
"ensemble-003",1990,0.466361169820182,556.05175,1192.32,47.461255,0.224702937463155,1.786,0.67655
"ensemble-003",1991,0.455631964342566,572.456,1256.4,80.5838039,0.243627054136546,1.8385,0.63565
"ensemble-003",1992,0.435639790085644,558.2615,1281.475,53.1400218,0.308790006526761,1.793,0.798425
"ensemble-003",1993,0.403034171575365,515.387,1278.7675,34.05608,0.212889084160094,1.65525,0.7193
"ensemble-003",1994,0.375562490295362,495.8345,1320.245,83.577349,0.220773639707536,1.5925,0.848125
"ensemble-003",1995,0.346250942855913,462.48825,1335.7025,32.551183,0.238188975118912,1.4855,0.761325
"ensemble-003",1996,0.338065686533883,447.244,1322.95,84.915114,0.25937300455884,1.4365,0.708
"ensemble-003",1997,0.353219842773813,477.17175,1350.92,30.9643326,0.336864344723064,1.5325,0.892375
"ensemble-003",1998,0.334589119442588,464.357,1387.8425,90.58876,0.333507861380787,1.4915,1.083525
"ensemble-003",1999,0.306312921252453,430.83525,1406.52,60.021166,0.506161684950696,1.38375,1.193725
"ensemble-003",2000,0.273802426294358,388.987,1420.685,101.825126,0.401177612032011,1.24925,1.1805
"ensemble-003",2001,0.250565574524752,360.79125,1439.9075,41.790596,0.331612572068428,1.15875,0.98875
"ensemble-003",2002,0.240862595381702,361.50525,1500.8775,78.39038,0.292026697622739,1.16125,1.2155
"ensemble-003",2003,0.22953246716212,362.20625,1578.0175,51.502787,0.370337554974771,1.16325,1.0906
"ensemble-003",2004,0.224408065098505,362.02575,1613.2475,91.941221,0.436686249893256,1.16275,1.51825
"ensemble-003",2005,0.206534808047549,334.021,1617.2625,59.70454,0.417921298898006,1.07275,1.229
"ensemble-003",2006,0.200096002299163,327.2325,1635.3775,61.357112,0.418312495117218,1.051,1.32175
"ensemble-003",2007,0.19283720400865,321.9205,1669.39,76.5197591,0.494055221735196,1.034,1.37025
"ensemble-003",2008,0.183621852652189,307.607,1675.22,67.5920295,0.61662671467849,0.987875,1.4745
"ensemble-003",2009,0.168985292408298,279.8595,1656.1175,74.557177,0.423873629240632,0.898875,1.5105
"ensemble-003",2010,0.155916097455709,260.10625,1668.245,55.465838,0.326532893918716,0.835425,1.234625
"ensemble-003",2011,0.155824293265746,263.90675,1693.6175,58.7232657,0.459738075369737,0.8476,1.51875
"ensemble-003",2012,0.152295543099424,259.33875,1702.865,92.175226,0.388768871976528,0.83295,1.55825
"ensemble-003",2013,0.146932593570326,246.29025,1676.2125,82.080535,0.377135886467632,0.79105,1.3896
"ensemble-003",2014,0.153258742751432,258.477,1686.54,47.379688,0.464414347126649,0.830175,1.474
"ensemble-003",2015,0.16188903358759,282.808,1746.925,66.192087,0.383078757262827,0.908325,1.3415
"ensemble-003",2016,0.16375561912546,290.51475,1774.075,66.629737,0.555104639179874,0.933075,1.41195
"ensemble-003",2017,0.161278158850457,281.32475,1744.345,72.099656,0.372059902525265,0.903575,1.207925
"ensemble-003",2018,0.159727671258431,273.99525,1715.39,54.606982,0.437852058780721,0.880025,1.40575
"ensemble-003",2019,0.157830243358449,268.90525,1703.7625,58.036222,0.301509977172587,0.863675,1.24215
"ensemble-003",2020,0.161495739804089,273.554,1693.8775,62.1576343,0.524141792534984,0.878575,1.304325
"ensemble-003",2021,0.169721534671986,283.53425,1670.585,64.0847236,0.56266401551691,0.910675,1.31735
"ensemble-003",2022,0.169442876293978,278.38575,1642.9475,47.820657,0.704450504296938,0.894125,1.47375
"ensemble-003",2023,0.156812934111462,250.0935,1594.8525,67.499566,0.650174475836559,0.80325,1.641
"ensemble-003",2024,0.132937808373255,208.609,1569.2225,54.551976,0.54052924125864,0.670025,1.90125
"ensemble-004",1952,0.995943803588687,2091.97,2100.49,411.88977,0.00340122264004299,14.525,0.02415
"ensemble-004",1953,0.983956201910882,2094.705,2128.86,412.816383,0.00344304545015739,14.545,0.022595
"ensemble-004",1954,0.978183512419557,2099.4875,2146.3125,377.40449,0.00279588739341717,14.5775,0.01538625
"ensemble-004",1955,0.973843841332237,2095.8775,2152.17,447.078332,0.00340771510166471,14.555,0.024343
"ensemble-004",1956,0.967152047196439,2089.37,2160.3325,227.202212,0.00540417580304394,14.5075,0.0284275
"ensemble-004",1957,0.96092386345743,2151.165,2238.6425,175.007638,0.00813920819231144,14.9375,0.040845
"ensemble-004",1958,0.946513477581873,2037.95,2153.1125,328.700298,0.0112331248740843,14.1525,0.06353
"ensemble-004",1959,0.92676796631105,1778.2175,1918.73,249.281173,0.00685932073630936,12.3475,0.0583775
"ensemble-004",1960,0.911004925817774,1544.29,1695.15,200.048593,0.0094800884888987,10.725,0.0597375
"ensemble-004",1961,0.90794803279085,1501.855,1654.12,231.279158,0.00749932536052782,10.4275,0.0590225
"ensemble-004",1962,0.902419130805559,1396.8275,1547.87,233.319904,0.00732583681951719,9.70025,0.058415
"ensemble-004",1963,0.89630030263831,1300.8925,1451.4025,256.323729,0.0084461740868766,9.0325,0.0750575
"ensemble-004",1964,0.887413470975786,1195.7475,1347.4525,180.163675,0.0061964937183043,8.30275,0.0556325
"ensemble-004",1965,0.893254216716596,1159.1425,1297.6625,146.767261,0.00784166334852318,8.04875,0.0530425
"ensemble-004",1966,0.897895179344798,1148.06,1278.6125,304.228814,0.00724585103133367,7.9715,0.0616925
"ensemble-004",1967,0.892216380291615,1069.9325,1199.185,136.083219,0.00924070760832581,7.429,0.06605
"ensemble-004",1968,0.889659883193994,1006.1475,1130.935,197.553496,0.00767182072319584,6.9865,0.0547975
"ensemble-004",1969,0.893394270554233,1016.9775,1138.33,196.167224,0.00882669527955164,7.0615,0.07016
"ensemble-004",1970,0.88863390804067,962.275,1082.87,175.653193,0.0187934248733447,6.6815,0.066055
"ensemble-004",1971,0.88626277246324,924.6025,1043.26,125.5957772,0.018997927299725,6.42025,0.06947
"ensemble-004",1972,0.88242255631563,924.5825,1047.7775,141.149156,0.0252586787313515,6.42,0.09819
"ensemble-004",1973,0.864146485528647,844.8825,977.7075,215.555355,0.0145286531222448,5.8665,0.08161
"ensemble-004",1974,0.856347327802327,795.035,928.4025,103.627637,0.0322618621064115,5.5205,0.09232
"ensemble-004",1975,0.84833122670909,778.5475,917.74,316.51646,0.0209328998045942,5.40575,0.1168725
"ensemble-004",1976,0.827557372926139,732.11725,884.6725,99.553527,0.027886779564319,5.0835,0.1193
"ensemble-004",1977,0.816561011218688,743.87075,910.98,237.731143,0.0338233872770925,5.165,0.13325
"ensemble-004",1978,0.814739634362427,781.6775,959.42,24.77324,0.0284757089429289,5.4275,0.1135025
"ensemble-004",1979,0.802065888830833,756.00525,942.5725,108.857447,0.0395572071371992,5.24925,0.15305
"ensemble-004",1980,0.780629559150016,713.78425,914.37,198.65882,0.0288280398947617,4.95625,0.156725
"ensemble-004",1981,0.761232715939502,630.77075,828.6175,228.18775,0.044545226422969,4.3795,0.14485
"ensemble-004",1982,0.756183643468318,601.839,795.89,211.967876,0.0519376808111471,4.179,0.161325
"ensemble-004",1983,0.757140826584246,625.89425,826.655,161.142631,0.0688614264554198,4.346,0.157425
"ensemble-004",1984,0.760470811868096,690.10825,907.475,189.488619,0.0762026058869203,4.7915,0.174875
"ensemble-004",1985,0.743317114792199,710.0035,955.1825,189.414977,0.0717391750011393,4.93,0.1835
"ensemble-004",1986,0.721060170394036,677.0755,939,155.017294,0.0772896665486453,4.701,0.16815
"ensemble-004",1987,0.709793220401274,675.96625,952.3425,261.844529,0.0865345055502419,4.69375,0.218625
"ensemble-004",1988,0.695241892677823,684.377,984.3725,241.749267,0.0671233069391116,4.752,0.182875
"ensemble-004",1989,0.686158283335156,674.461,982.9525,202.302967,0.0664622012920657,4.683,0.1793
"ensemble-004",1990,0.687670864591784,735.37975,1069.3775,192.706316,0.0887095712952985,5.106,0.223475
"ensemble-004",1991,0.680421276223109,757.58275,1113.4025,109.545087,0.124565058372117,5.26,0.2139
"ensemble-004",1992,0.660869192196281,731.7755,1107.2925,281.416503,0.0938228022895601,5.08125,0.271275
"ensemble-004",1993,0.628448167796839,664.265,1056.9925,134.267711,0.0952908858391229,4.61225,0.24425
"ensemble-004",1994,0.609788596382734,640.9305,1051.07,295.801363,0.0958777659608171,4.45025,0.2842
