"ensemble_id","year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","sb_sbmsy","f_fmsy"
"ensemble-014",1964,0.894734474531886,2784.615,3112.225,45.9275179,0.0109030028656284,3.614,0.115415
"ensemble-014",1965,0.891084853899909,2622.935,2943.53,30.0056635,0.0123855469223379,3.40425,0.1113525
"ensemble-014",1966,0.887932593015458,2492.54,2807.1275,58.15626,0.0127184828639402,3.235,0.128875
"ensemble-014",1967,0.881956250388302,2342.295,2655.795,24.6257434,0.0165684430803203,3.04,0.144225
"ensemble-014",1968,0.876930278890427,2196.41,2504.6575,34.1979591,0.0131066142425681,2.85075,0.119415
"ensemble-014",1969,0.874551175540577,2117.2075,2420.9075,47.5194637,0.0158157093697065,2.74775,0.15065
"ensemble-014",1970,0.869910945242034,2020.3225,2322.4475,41.4661584,0.026157411884964,2.62225,0.146575
"ensemble-014",1971,0.865980555214484,1939.515,2239.675,29.9712419,0.0285849794730575,2.5175,0.148075
"ensemble-014",1972,0.860979702055781,1905.0575,2212.6625,33.426811,0.0401240854422335,2.47275,0.204025
"ensemble-014",1973,0.849387595679066,1821.2675,2144.2125,54.901773,0.0255297450563204,2.36375,0.1713
"ensemble-014",1974,0.839517357028585,1742.2,2075.24,25.0224744,0.039777638231119,2.26125,0.19305
"ensemble-014",1975,0.829583185505083,1695.2325,2043.475,76.5378129,0.0398577778085974,2.20025,0.247575
"ensemble-014",1976,0.814847730921492,1634.3075,2005.66,24.908123,0.0413975219966884,2.121,0.2605
"ensemble-014",1977,0.801130461879371,1619.6775,2021.74,63.0683657,0.0506867821478436,2.102,0.2914
"ensemble-014",1978,0.792928035119119,1663.565,2098.0025,8.2224432,0.0359394219218281,2.159,0.23945
"ensemble-014",1979,0.781404136226169,1662.66,2127.785,30.214202,0.0487784352695362,2.15775,0.30105
"ensemble-014",1980,0.766677242061455,1643.25,2143.34,48.435821,0.0439495332301082,2.13275,0.296025
"ensemble-014",1981,0.753990404064048,1570.3,2082.6525,57.698632,0.070756012710496,2.038,0.282325
"ensemble-014",1982,0.744435161022387,1516.9225,2037.6825,62.5827957,0.0849007612646707,1.96875,0.336625
"ensemble-014",1983,0.734920805133592,1507.7525,2051.585,48.222608,0.0969521930417147,1.95675,0.338675
"ensemble-014",1984,0.723847056479288,1552.965,2145.4325,37.1048793,0.104999242319839,2.01575,0.367225
"ensemble-014",1985,0.70501559710097,1588.275,2252.8225,72.2667402,0.108730115403001,2.06125,0.3834
"ensemble-014",1986,0.684172528894349,1573.135,2299.325,40.7178944,0.111873941707066,2.04175,0.35465
"ensemble-014",1987,0.666086853162142,1569.0625,2355.6425,76.4955303,0.125861924352668,2.03625,0.451675
"ensemble-014",1988,0.64630692698211,1582.1125,2447.9275,71.864721,0.11657857058368,2.053,0.397275
"ensemble-014",1989,0.630290017394849,1577.0975,2502.1775,65.9605,0.102098690597359,2.047,0.394175
"ensemble-014",1990,0.618179757023825,1635.92,2646.35,59.863624,0.136115503128456,2.12325,0.476575
"ensemble-014",1991,0.607916635295552,1695.595,2789.19,48.842021,0.151177918147596,2.2005,0.4255
"ensemble-014",1992,0.594594851926676,1717.3475,2888.265,80.800508,0.177504261961173,2.229,0.528775
"ensemble-014",1993,0.575413426076975,1684.2725,2927.065,32.257635,0.137469525542949,2.18575,0.4606
"ensemble-014",1994,0.556746905649946,1656.535,2975.3825,91.379439,0.130895861551,2.15025,0.52675
"ensemble-014",1995,0.537557276735265,1628.05,3028.6075,36.9374933,0.135664216474205,2.113,0.469575
"ensemble-014",1996,0.527487189067784,1595.265,3024.2725,93.965615,0.164959996154352,2.0705,0.44585
"ensemble-014",1997,0.530983794984702,1639.97,3088.55,39.9580993,0.19164565596726,2.1285,0.558025
"ensemble-014",1998,0.521182005686815,1651.945,3169.6125,87.506819,0.20876734094104,2.14375,0.6478
"ensemble-014",1999,0.504997548256178,1637.5,3242.59,59.4157,0.283306435867338,2.125,0.684925
"ensemble-014",2000,0.483706824363162,1584.1725,3275.0675,103.523582,0.259245494559214,2.05625,0.65785
"ensemble-014",2001,0.46433984264465,1530.189,3295.4075,43.808403,0.207565478363017,1.986,0.568325
"ensemble-014",2002,0.448893168785931,1516.158,3377.5475,84.252465,0.196580835419859,1.968,0.7123
"ensemble-014",2003,0.43398164448077,1518.59725,3499.22,46.782125,0.230104741741229,1.971,0.63745
"ensemble-014",2004,0.422368891625305,1505.781,3565.085,95.486546,0.278760758221002,1.95425,0.896175
"ensemble-014",2005,0.40671999743477,1458.66975,3586.4225,49.387698,0.256847442004798,1.89325,0.707625
"ensemble-014",2006,0.394818960823684,1423.13975,3604.5375,64.475934,0.261792596192244,1.84725,0.7664
"ensemble-014",2007,0.383730652616112,1399.765,3647.78,73.8432479,0.302950725597996,1.81675,0.76885
"ensemble-014",2008,0.371532378742741,1353.1395,3642.05,61.2480807,0.407895362712428,1.75625,0.817575
"ensemble-014",2009,0.358059148823832,1288.49375,3598.55,76.448406,0.306686568170602,1.6725,0.837575
"ensemble-014",2010,0.341920746583688,1226.2885,3586.47,53.282857,0.235870367426555,1.5915,0.704925
"ensemble-014",2011,0.331730582551199,1196.06125,3605.52,58.4593383,0.308101418177441,1.5525,0.870425
"ensemble-014",2012,0.322282759244791,1166.3405,3618.9975,93.88191,0.301484084034888,1.5135,0.897275
"ensemble-014",2013,0.313992527922416,1122.831,3575.98,84.821865,0.279522765786809,1.45725,0.833525
"ensemble-014",2014,0.313209957815538,1125.224,3592.555,49.594171,0.312508146888919,1.46025,0.90185
"ensemble-014",2015,0.317129011821478,1176.3425,3709.35,66.048266,0.256659286665726,1.527,0.78795
"ensemble-014",2016,0.318246232340433,1208.2075,3796.455,70.125844,0.354075061982013,1.56825,0.812075
"ensemble-014",2017,0.317014405998256,1201.6225,3790.435,68.138536,0.246187269139197,1.5595,0.679375
"ensemble-014",2018,0.316711102445029,1193.83775,3769.485,50.36824,0.285478237225761,1.5495,0.80275
"ensemble-014",2019,0.315467571198334,1187.65575,3764.7475,56.007094,0.194455825024378,1.54125,0.720075
"ensemble-014",2020,0.315202309282536,1180.12375,3744.02,58.735017,0.32636947988847,1.53175,0.77055
"ensemble-014",2021,0.317309599429279,1168.6695,3683.0575,55.334803,0.293298023122176,1.51675,0.753775
"ensemble-014",2022,0.316324259799465,1142.118,3610.5925,49.627655,0.429662275700268,1.48225,0.819625
"ensemble-014",2023,0.310023546030817,1088.557,3511.2075,65.500639,0.433467794612872,1.4125,0.87015
"ensemble-014",2024,0.297314994625909,1020.032,3430.8125,57.350839,0.316505259674224,1.324,0.964875
"ensemble-015",1952,0.995114970626399,1882.7625,1892.005,93.422842,0.00895027567105639,5.6665,0.064485
"ensemble-015",1953,0.979708073847704,1905.88,1945.355,64.373874,0.00885817674854545,5.736,0.0598025
"ensemble-015",1954,0.969810460906303,1925.9175,1985.87,103.582871,0.00600065600878726,5.79625,0.0409725
"ensemble-015",1955,0.961095145660043,1932.2025,2010.4175,103.4333378,0.00938494804566959,5.81525,0.0667475
"ensemble-015",1956,0.949579487892055,1913.5,2015.1025,59.4981466,0.012115727180737,5.759,0.0743875
"ensemble-015",1957,0.938151058947302,1943.9475,2072.105,42.2420902,0.0175612009753537,5.8505,0.0999325
"ensemble-015",1958,0.919182203897344,1899.405,2066.4075,94.422466,0.0227771711840668,5.71625,0.147
"ensemble-015",1959,0.895002734568765,1759.195,1965.575,35.27137,0.0179144942599942,5.2945,0.13689
"ensemble-015",1960,0.874492304915172,1598.6725,1828.115,64.8190303,0.0190918683958682,4.81125,0.1387825
"ensemble-015",1961,0.862460790597685,1520.4925,1762.97,41.9617672,0.0182646620329059,4.57625,0.137825
"ensemble-015",1962,0.850831484093543,1420.5525,1669.605,60.53331,0.0164206958328916,4.27525,0.134225
"ensemble-015",1963,0.839725541787129,1332.445,1586.7625,63.073791,0.0204289248821695,4.01,0.174075
"ensemble-015",1964,0.826739028457816,1238.0975,1497.5675,42.4351975,0.0148318728526744,3.72625,0.13065
"ensemble-015",1965,0.827449637242101,1189.825,1437.9425,39.7476189,0.0166885121600036,3.581,0.123475
"ensemble-015",1966,0.829032511078866,1162.6725,1402.445,78.4558409,0.0160304485248043,3.499,0.140975
"ensemble-015",1967,0.823567547485255,1108.3675,1345.8125,27.6868656,0.0211577615803763,3.33575,0.155
"ensemble-015",1968,0.819111357176555,1050.4325,1282.405,46.8737083,0.0171805208570164,3.16125,0.12931
"ensemble-015",1969,0.819729069157621,1035.5125,1263.2375,56.138368,0.0201918950605871,3.1165,0.16375
"ensemble-015",1970,0.814005216784079,990.8275,1217.225,40.0962508,0.0301223739708943,2.98175,0.158425
"ensemble-015",1971,0.809106658872296,951.56,1176.0625,35.1728864,0.033444835003661,2.864,0.163375
"ensemble-015",1972,0.802730660332705,932.765,1161.99,35.665736,0.0447442294989748,2.80725,0.22705
"ensemble-015",1973,0.784126243432299,873.795,1114.355,51.829713,0.0304503025007567,2.62975,0.19405
"ensemble-015",1974,0.771306928138305,822.03,1065.7625,26.3861579,0.0460507053305847,2.474,0.2203
"ensemble-015",1975,0.756629125726793,784.6925,1037.09,75.571852,0.0420909646232791,2.36175,0.284425
"ensemble-015",1976,0.731514457201205,734.3125,1003.825,30.232446,0.0526948576220869,2.21,0.306175
"ensemble-015",1977,0.709885285936166,710.7265,1001.185,59.4508407,0.0657751589147512,2.13925,0.343975
"ensemble-015",1978,0.697990696723904,717.25175,1027.595,8.0633323,0.0542819351346312,2.15875,0.289125
"ensemble-015",1979,0.680152093477567,698.069,1026.3425,37.9713235,0.0673644855936263,2.10075,0.37435
"ensemble-015",1980,0.654037059925645,666.745,1019.43,44.666622,0.0589512171066379,2.0065,0.379225
"ensemble-015",1981,0.631304616096564,613.8885,972.4125,59.804313,0.0867923352304503,1.8475,0.362525
"ensemble-015",1982,0.617400930701208,582.10875,942.8375,62.2712882,0.105289077362995,1.75175,0.42515
"ensemble-015",1983,0.605967862726807,576.51025,951.3875,50.605062,0.126558614143478,1.735,0.42385
"ensemble-015",1984,0.596896190610587,602.75025,1009.8075,55.9886179,0.143102226206018,1.814,0.461
"ensemble-015",1985,0.574544465217513,617.6985,1075.11,58.0966559,0.139074200952249,1.859,0.4823
"ensemble-015",1986,0.548570741653871,604.6525,1102.2325,47.4165709,0.154120075367486,1.81975,0.445575
"ensemble-015",1987,0.529211223776685,602.02275,1137.585,83.1448886,0.161062627431985,1.81225,0.5692
"ensemble-015",1988,0.506672502429819,603.41275,1190.9325,73.507944,0.152274335190228,1.816,0.497375
"ensemble-015",1989,0.490401549481667,600.0725,1223.635,63.5176835,0.138166942301136,1.806,0.490925
"ensemble-015",1990,0.480098429954007,625.7915,1303.465,56.704834,0.190838949777134,1.8835,0.6008
"ensemble-015",1991,0.467505950623494,641.28025,1371.705,77.38573,0.208114082256557,1.93,0.554675
"ensemble-015",1992,0.450593035090048,636.4345,1412.4375,65.096158,0.26687055297343,1.9155,0.694625
"ensemble-015",1993,0.423598523761944,602.00975,1421.18,48.882225,0.191027077750086,1.81175,0.625675
"ensemble-015",1994,0.395899804711675,575.74125,1454.26,80.659242,0.192263151950321,1.73275,0.73145
"ensemble-015",1995,0.367843862069902,541.83125,1472.9925,33.030036,0.187483841612712,1.6305,0.657775
"ensemble-015",1996,0.356769615698373,521.5285,1461.8075,98.415007,0.205771348573299,1.56975,0.620175
"ensemble-015",1997,0.366412437073131,544.7985,1486.845,39.0454,0.295883851587125,1.6395,0.78405
"ensemble-015",1998,0.350654425046145,532.40475,1518.3175,92.893247,0.278430430367889,1.60225,0.935425
"ensemble-015",1999,0.326916649815991,505.22925,1545.4375,72.490997,0.432803293826866,1.5205,1.025725
"ensemble-015",2000,0.297153469898128,464.59425,1563.4825,94.492945,0.349122756398326,1.3985,1.0129
"ensemble-015",2001,0.273801754286112,432.9545,1581.27,49.919052,0.298315101806301,1.303,0.8782
"ensemble-015",2002,0.257410833045016,418.50175,1625.8125,77.461936,0.277274541282283,1.2595,1.106
"ensemble-015",2003,0.239503221829502,405.04725,1691.1975,65.272311,0.32427053187087,1.219,1.0113
"ensemble-015",2004,0.228539180862631,394.08725,1724.375,94.422011,0.387870913147397,1.18625,1.41075
"ensemble-015",2005,0.208628541816129,361.32325,1731.8975,61.330352,0.358406337857066,1.0875,1.142
"ensemble-015",2006,0.199675957405042,350.9275,1757.485,63.155727,0.368789100493956,1.05625,1.2305
"ensemble-015",2007,0.191912969467786,346.116,1803.505,79.21654,0.429700874813375,1.04175,1.26625
"ensemble-015",2008,0.182701028967353,331.45575,1814.1975,72.371784,0.547425007627169,0.9976,1.36775
"ensemble-015",2009,0.169725130398628,305.14075,1797.8525,78.950587,0.390164940797028,0.918375,1.40375
"ensemble-015",2010,0.155703125540586,281.27575,1806.4875,57.183838,0.309742256938181,0.846525,1.1622
"ensemble-015",2011,0.152933043542286,280.4035,1833.505,63.4285496,0.446080350056385,0.8439,1.446675
"ensemble-015",2012,0.146962404551256,271.757,1849.16,95.75172,0.3737352724546,0.817875,1.5045
"ensemble-015",2013,0.137869078187363,251.81925,1826.51,89.044417,0.368976846379514,0.757875,1.373
"ensemble-015",2014,0.138623945578231,254.7215,1837.5,53.425099,0.449440387457046,0.7666,1.46775
"ensemble-015",2015,0.143762640287544,274.3825,1908.58,72.001549,0.362177712845155,0.825775,1.32425
"ensemble-015",2016,0.145077362213524,283.99075,1957.5125,70.739565,0.501849100130073,0.854725,1.38265
"ensemble-015",2017,0.143545160122149,279.453,1946.795,75.50995,0.350755862548309,0.84105,1.1708
"ensemble-015",2018,0.143406313942156,277.01475,1931.6775,58.506134,0.416888982198179,0.833675,1.35975
"ensemble-015",2019,0.141974861528117,273.434,1925.9325,59.883719,0.293021695989608,0.82295,1.207575
"ensemble-015",2020,0.144036955583685,276.22075,1917.7075,70.769372,0.472267371711412,0.831325,1.277475
"ensemble-015",2021,0.14930489062872,282.2385,1890.35,68.23285,0.482137687294467,0.849425,1.27135
"ensemble-015",2022,0.150825914405234,281.23,1864.6,51.342885,0.631809452864702,0.8464,1.386725
"ensemble-015",2023,0.144399739255234,263.6075,1825.54,73.411706,0.590420064048272,0.79335,1.51525
"ensemble-015",2024,0.126389497997252,226.95225,1795.6575,62.101681,0.466949773477147,0.68305,1.726
"ensemble-016",1952,0.994491310628547,1696.995,1706.395,74.798921,0.0107425332127713,4.53775,0.0783025
"ensemble-016",1953,0.977095503367092,1713.2075,1753.3675,69.761824,0.0105009916703545,4.58125,0.07264
"ensemble-016",1954,0.965850133619581,1727.5775,1788.66,82.878109,0.00817494916222407,4.61975,0.04995
"ensemble-016",1955,0.955956526006024,1729.0075,1808.6675,78.1292503,0.0112758101334065,4.62375,0.0805525
"ensemble-016",1956,0.942988462801153,1716.2225,1819.9825,47.3284874,0.0140706022583135,4.58925,0.0892325
"ensemble-016",1957,0.930527847131796,1752.605,1883.4525,35.448988,0.0198256460254436,4.68675,0.118845
"ensemble-016",1958,0.909873933750778,1720.815,1891.2675,68.0729174,0.0267346283180145,4.6015,0.17465
"ensemble-016",1959,0.883504338340744,1595.6,1805.99,40.5645827,0.0196874011465729,4.26675,0.1624225
"ensemble-016",1960,0.861338423954398,1451.745,1685.4525,43.3265483,0.0235662603898484,3.882,0.1644525
"ensemble-016",1961,0.848482991675832,1384.72,1631.995,45.8157436,0.0201682290453235,3.70275,0.1635
"ensemble-016",1962,0.836050274971471,1296.7725,1551.07,46.241542,0.0194695354899287,3.46775,0.159025
"ensemble-016",1963,0.824299236083635,1218.78,1478.565,52.4432571,0.0235480393437449,3.259,0.205675
"ensemble-016",1964,0.810382073305614,1133.84,1399.1425,39.0312264,0.0168398231197491,3.032,0.1548225
"ensemble-016",1965,0.811119780056472,1091.605,1345.8,32.7968208,0.0189747289504212,2.919,0.1457
"ensemble-016",1966,0.812830148510993,1069.0525,1315.2225,62.1693297,0.0187565759723778,2.85875,0.165825
"ensemble-016",1967,0.806944988350521,1019.9825,1264.005,27.4137492,0.0235419137479023,2.72775,0.1823
"ensemble-016",1968,0.802182595581777,968.09,1206.82,40.2074592,0.0192750414779726,2.5885,0.150875
"ensemble-016",1969,0.803239280467281,958.15,1192.8575,42.4454689,0.0234873514869145,2.562,0.19065
"ensemble-016",1970,0.797565492370504,920.58,1154.2375,41.317858,0.0328941949706962,2.46175,0.184775
"ensemble-016",1971,0.792344945193156,885.1325,1117.105,28.0652517,0.0376554284599389,2.367,0.188575
"ensemble-016",1972,0.786203289804402,871.925,1109.0325,30.333078,0.0518009549831851,2.33175,0.261125
"ensemble-016",1973,0.766862592257077,819.015,1068.0075,46.359063,0.0330252533652243,2.19,0.223275
"ensemble-016",1974,0.753287429163366,772.6375,1025.6875,22.6186534,0.0524539323589469,2.066,0.252
"ensemble-016",1975,0.738084901470581,739.55,1001.985,69.124306,0.048585960329474,1.97775,0.3269
"ensemble-016",1976,0.71228924940959,693.6985,973.9,22.7614423,0.0591056074215445,1.855,0.349775
"ensemble-016",1977,0.690389345783389,674.305,976.7025,54.3733993,0.0732830371353332,1.80325,0.39035
"ensemble-016",1978,0.678720550906278,684.50325,1008.52,8.0852195,0.0589728662488344,1.8305,0.32795
"ensemble-016",1979,0.660195665016351,667.73675,1011.4225,27.3727464,0.0767719266780963,1.7855,0.422275
"ensemble-016",1980,0.633883135782942,639.203,1008.3925,43.122719,0.0665209903160953,1.709,0.429925
"ensemble-016",1981,0.610213595964948,587.37025,962.565,53.175574,0.0952344887457632,1.5705,0.41345
"ensemble-016",1982,0.594796730122701,555.52825,933.98,56.9560168,0.121371694644461,1.4855,0.48555
"ensemble-016",1983,0.582580147183218,550.981,945.76,48.007515,0.1417748683801,1.4735,0.48165
"ensemble-016",1984,0.57274753468284,578.1915,1009.505,42.620619,0.164213217454569,1.546,0.5211
"ensemble-016",1985,0.549110546672589,593.43475,1080.72,58.5765867,0.149217393687439,1.587,0.546575
"ensemble-016",1986,0.521415896604238,580.3385,1113.005,41.981576,0.170441255200138,1.55175,0.50495
"ensemble-016",1987,0.501540210089775,578.0765,1152.6025,69.076619,0.188359993656215,1.546,0.642975
"ensemble-016",1988,0.479063387041835,580.15175,1211.0125,66.053421,0.166120755978291,1.55125,0.56375
"ensemble-016",1989,0.462367283209224,577.4505,1248.9,61.7560259,0.143432790828549,1.54425,0.553225
"ensemble-016",1990,0.452049772850118,604.2425,1336.6725,57.53379,0.202960593726633,1.61575,0.6759
"ensemble-016",1991,0.440266767846726,620.78825,1410.0275,52.1498563,0.235088634603429,1.66,0.622175
"ensemble-016",1992,0.422961050398991,614.7115,1453.3525,74.941169,0.272718496604036,1.64375,0.78425
"ensemble-016",1993,0.395780376294119,580.217,1466.0075,39.903856,0.217405787617178,1.5515,0.7013
"ensemble-016",1994,0.3716070697216,558.01075,1501.615,79.101221,0.216185690151251,1.49225,0.81445
"ensemble-016",1995,0.34535278348863,527.8795,1528.5225,30.764112,0.21180060314402,1.4115,0.7367
"ensemble-016",1996,0.334401126795749,508.66675,1521.1275,88.650872,0.237854631935911,1.36025,0.693225
"ensemble-016",1997,0.343822323807559,533.25725,1550.9675,38.106147,0.316638591808676,1.426,0.870175
"ensemble-016",1998,0.32806610816843,521.81375,1590.575,90.193879,0.31287458545461,1.3955,1.044375
"ensemble-016",1999,0.304531911291688,494.68925,1624.425,57.782342,0.490608475848424,1.323,1.140925
"ensemble-016",2000,0.274572779865971,452.5385,1648.155,95.549595,0.386147382402017,1.21025,1.13355
"ensemble-016",2001,0.251768520895139,421.78025,1675.27,43.191454,0.325715916351804,1.128,0.980175
"ensemble-016",2002,0.235987978094701,408.3005,1730.175,77.626155,0.300905362921406,1.09175,1.22775
"ensemble-016",2003,0.219822890735546,396.9265,1805.665,54.537619,0.355370622338292,1.0615,1.118625
"ensemble-016",2004,0.209748630772251,387.27725,1846.3875,90.075005,0.413239490700072,1.0356,1.56775
"ensemble-016",2005,0.189809473327342,352.71725,1858.27,56.180657,0.399937509267563,0.943225,1.27325
"ensemble-016",2006,0.182809284168315,344.18875,1882.775,64.932679,0.388923816559826,0.9204,1.358
"ensemble-016",2007,0.1760518000518,339.868,1930.5,63.8776664,0.458011506740553,0.908825,1.38975
"ensemble-016",2008,0.167014403877238,325.99625,1951.905,78.259295,0.584269938911646,0.871725,1.51475
"ensemble-016",2009,0.155567189371735,301.6125,1938.7925,72.238416,0.457091591766014,0.806525,1.54825
"ensemble-016",2010,0.143466175244253,278.706,1942.66,54.810251,0.33224341052812,0.745275,1.274175
"ensemble-016",2011,0.141285369350336,280.86825,1987.95,61.097246,0.490076026452778,0.751075,1.576525
"ensemble-016",2012,0.135658497172098,273.25725,2014.3025,85.569825,0.432956736320016,0.730725,1.64125
"ensemble-016",2013,0.127647214947093,254.9,1996.91,85.596211,0.400198786032262,0.6816,1.5055
"ensemble-016",2014,0.128252739321567,258.99775,2019.4325,49.552987,0.478482105021603,0.692575,1.607
"ensemble-016",2015,0.131978528703858,276.91075,2098.15,67.30336,0.386993051433485,0.740475,1.45275
"ensemble-016",2016,0.132827992945064,285.804,2151.685,67.195218,0.539763301552409,0.76425,1.51375
"ensemble-016",2017,0.131180978098862,280.542,2138.5875,70.447286,0.377016605777862,0.7502,1.283
"ensemble-016",2018,0.13116396084011,278.406,2122.58,53.863285,0.433555384661722,0.7445,1.48525
"ensemble-016",2019,0.130084447405853,275.273,2116.11,57.915114,0.308469384077484,0.7361,1.319
"ensemble-016",2020,0.132415199659054,278.8535,2105.9025,67.853108,0.496635412724485,0.745675,1.39075
"ensemble-016",2021,0.137270806541618,284.735,2074.2575,62.186138,0.500909200682831,0.761375,1.372325
"ensemble-016",2022,0.139134150093021,284.937,2047.93,50.240513,0.673961180726461,0.761975,1.483
"ensemble-016",2023,0.134990895641997,270.77925,2005.9075,65.886977,0.627264209090515,0.7241,1.62075
"ensemble-016",2024,0.119102964187634,235.38825,1976.3425,55.860557,0.510802381475758,0.629475,1.88525
"ensemble-017",1952,0.998154660689442,4390.8025,4398.92,140.244909,0.00506845909450658,8.93175,0.03251
"ensemble-017",1953,0.991871725215571,4497.3175,4534.1725,138.526156,0.00462215119941751,9.1485,0.03011
"ensemble-017",1954,0.987245583507957,4582.91,4642.1175,159.062083,0.00355192962110655,9.3225,0.01968475
"ensemble-017",1955,0.983329188062038,4685.0375,4764.465,107.6289305,0.00568961703488197,9.5305,0.0327925
"ensemble-017",1956,0.978019223558766,4701.7125,4807.3825,68.9428451,0.00666089082521557,9.56425,0.037675
"ensemble-017",1957,0.971987237519723,4740.1825,4876.795,50.4155654,0.00953811661102344,9.6425,0.05209
"ensemble-017",1958,0.962379187597029,4602.795,4782.725,75.2556043,0.0136544003101338,9.363,0.077585
"ensemble-017",1959,0.950086975695806,4265.6625,4489.76,105.3457578,0.0095511979772392,8.67725,0.0730525
"ensemble-017",1960,0.939090697732299,3867.53,4118.3775,60.5257931,0.0117027131508588,7.8675,0.07141
"ensemble-017",1961,0.932181676177808,3658.2025,3924.345,71.9763075,0.0103094154129671,7.44175,0.0714575
"ensemble-017",1962,0.925691953998277,3444.6525,3721.165,66.961192,0.0101186105078569,7.00725,0.071
"ensemble-017",1963,0.918716951666612,3223.8375,3509.065,51.277919,0.0135312862451356,6.558,0.094875
"ensemble-017",1964,0.910582445877725,2985.62,3278.8025,66.6427201,0.00907904606791418,6.0735,0.0737025
"ensemble-017",1965,0.907922382192473,2796.9525,3080.6075,45.520877,0.0104388657296513,5.6895,0.0714625
"ensemble-017",1966,0.905677488794149,2646.41,2922.0225,74.181434,0.0109918605559712,5.38325,0.08326
"ensemble-017",1967,0.900578002055644,2473.075,2746.0975,41.6658983,0.0139059830746821,5.03075,0.0939175
"ensemble-017",1968,0.896157978534975,2302.0775,2568.83,49.9003282,0.0112226443658196,4.683,0.0779825
"ensemble-017",1969,0.894431204530683,2208.695,2469.385,58.5092691,0.013889473520446,4.493,0.0990325
"ensemble-017",1970,0.890401578113653,2096.6375,2354.71,63.2975144,0.0217628709540679,4.265,0.097195
"ensemble-017",1971,0.886759889322606,1997.42,2252.4925,38.1754348,0.0249879766340218,4.063,0.098755
"ensemble-017",1972,0.882391656884631,1950.69,2210.685,42.41647,0.0353451644290477,3.96825,0.136875
"ensemble-017",1973,0.871355829260714,1850.7075,2123.94,71.1042317,0.022387005540253,3.7645,0.116665
"ensemble-017",1974,0.86204969546757,1754.7,2035.4975,28.632442,0.0362194546658857,3.5695,0.1327
"ensemble-017",1975,0.852282935642765,1688.7475,1981.44,100.722523,0.0346593035460337,3.43525,0.1713
"ensemble-017",1976,0.8373513088978,1609.9,1922.61,31.736643,0.0373407818702636,3.275,0.182825
"ensemble-017",1977,0.823693956962698,1581.27,1919.73,77.3961044,0.0466292368190994,3.2165,0.20445
"ensemble-017",1978,0.81587605038298,1613.195,1977.255,14.0395922,0.0339873626919553,3.28175,0.17045
"ensemble-017",1979,0.804376694586395,1596.0925,1984.26,34.7855316,0.0462112036394507,3.247,0.2156
"ensemble-017",1980,0.789814351999111,1564.33,1980.63,62.638971,0.0415294366145849,3.18225,0.2142
"ensemble-017",1981,0.776824592786141,1477.6,1902.1025,68.457358,0.0634815052077271,3.00575,0.206675
"ensemble-017",1982,0.766928371123783,1413.24,1842.7275,74.6509905,0.0807920166019764,2.87475,0.24725
"ensemble-017",1983,0.757123256035103,1393.315,1840.275,62.736085,0.0915494733892358,2.8345,0.2496
"ensemble-017",1984,0.746689066145522,1428.965,1913.735,46.7816226,0.0998063552165929,2.90675,0.271075
"ensemble-017",1985,0.728338828988058,1456.725,2000.065,81.8641393,0.103019027992277,2.9635,0.28475
"ensemble-017",1986,0.707784073448301,1433.7175,2025.6425,51.1640468,0.109142307157781,2.9165,0.26515
"ensemble-017",1987,0.690460162027687,1423.085,2061.0675,83.2972754,0.12153632387912,2.89475,0.337375
"ensemble-017",1988,0.671032202870692,1429.515,2130.3225,92.161223,0.106526303357827,2.908,0.297925
"ensemble-017",1989,0.655553038166951,1417.7875,2162.735,77.949042,0.0966793753665896,2.88375,0.2957
"ensemble-017",1990,0.645819593648596,1473.77,2282.015,74.109353,0.125772289150825,2.998,0.357375
"ensemble-017",1991,0.636981993305511,1526.685,2396.7475,39.284126,0.149456844725134,3.1055,0.32155
"ensemble-017",1992,0.623131963786536,1536.43,2465.6575,106.472624,0.139698265282265,3.1255,0.403775
"ensemble-017",1993,0.602004241449724,1491.0125,2476.7475,36.924082,0.13029555387156,3.033,0.355
"ensemble-017",1994,0.583404313945151,1450.3475,2486.0075,98.220284,0.124764073310845,2.95025,0.40645
"ensemble-017",1995,0.566060027673816,1420.58,2509.5925,55.135517,0.12842440433009,2.8895,0.3638
"ensemble-017",1996,0.556706967192486,1382.54,2483.425,107.160738,0.158961763806721,2.8125,0.345475
"ensemble-017",1997,0.562099888411059,1421.76,2529.3725,50.260063,0.184312907848967,2.89225,0.4314
"ensemble-017",1998,0.551879917970018,1432.345,2595.3925,100.902162,0.194272098218796,2.91375,0.500675
"ensemble-017",1999,0.535096617036801,1419.0575,2651.965,62.897853,0.259915774286805,2.88675,0.533025
"ensemble-017",2000,0.511752312820705,1366.3275,2669.9,124.065994,0.244596903327973,2.77925,0.514025
"ensemble-017",2001,0.490931241190374,1312.18925,2672.8575,50.461521,0.202523130282707,2.6695,0.4448
"ensemble-017",2002,0.476047682599643,1299.27575,2729.2975,99.090033,0.190011950128874,2.64325,0.553275
"ensemble-017",2003,0.461671145525744,1303.93475,2824.38,50.637127,0.228864356333133,2.6525,0.498275
"ensemble-017",2004,0.449774965721523,1289.1585,2866.23,111.822398,0.258488327882024,2.6225,0.708025
"ensemble-017",2005,0.431362800772993,1236.62225,2866.78,57.369544,0.249845429858904,2.5155,0.563225
"ensemble-017",2006,0.418550693494482,1197.87325,2861.955,77.092903,0.266752001033511,2.43675,0.60735
