"ensemble_id","Component","Value"
"ensemble-021","Seasonal Catchability Penalty Contribution",0
"ensemble-021","Selectivity Deviations Penalty",0
"ensemble-021","Selectivity Form Penalty (all Fisheries)",0.26638003367
"ensemble-021","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-021","Steepness prior",0.288674623115
"ensemble-021","Tagged Fish Reporting Rate Penalty Contribution",127.381302535
"ensemble-021","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-021","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-021","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-021","Time Block Mean Selectivity Penalty",4.25065366016e-07
"ensemble-021","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-021","Unclassified objective residual",67.1314159237227
"ensemble-022","Tag",6636.58759113406
"ensemble-022","Length frequency",80569.3412497438
"ensemble-022","Weight frequency",0
"ensemble-022","Age",3510.85723523673
"ensemble-022","CPUE",-1074.6354666096
"ensemble-022","Catch",0
"ensemble-022","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-022","Average Regional Recruitment Distribution Penalty Contribution",5.51466428078e-10
"ensemble-022","Do Everything Calc Penalty Contribution",2.60385186682
"ensemble-022","Effort dev penalty",0
"ensemble-022","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-022","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-022","Incident Selectivity Curvature Penalty",3.0828756377
"ensemble-022","Initial Population Age Composition Penalty Contribution",1.09618512321
"ensemble-022","Initial Population Recruitment Penalty Contribution",2.51154987228e-07
"ensemble-022","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-022","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-022","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-022","Mean length penalty",0
"ensemble-022","Movement Diffusion Coefficients Penalty Contribution",0.0643486246131
"ensemble-022","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-022","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-022","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-022","Overall Mean Selectivity Penalty",0
"ensemble-022","Q dev penalty",0
"ensemble-022","Regional Recruitment Deviates Penalty Contribution",140.770722034
"ensemble-022","Regional Recruitment Distribution Penalty Contribution",0.193673887412
"ensemble-022","Reset Penalty Contribution",0.000219426
"ensemble-022","Seasonal Catchability Penalty Contribution",0
"ensemble-022","Selectivity Deviations Penalty",0
"ensemble-022","Selectivity Form Penalty (all Fisheries)",0.285979817527
"ensemble-022","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-022","Steepness prior",0.365713179685
"ensemble-022","Tagged Fish Reporting Rate Penalty Contribution",101.658720435
"ensemble-022","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-022","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-022","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-022","Time Block Mean Selectivity Penalty",1.47253217619e-07
"ensemble-022","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-022","Unclassified objective residual",66.0743448963476
"ensemble-023","Tag",6267.98759089384
"ensemble-023","Length frequency",84985.7330657985
"ensemble-023","Weight frequency",0
"ensemble-023","Age",3618.39032070253
"ensemble-023","CPUE",-1018.258925
"ensemble-023","Catch",0
"ensemble-023","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-023","Average Regional Recruitment Distribution Penalty Contribution",5.31707655682e-09
"ensemble-023","Do Everything Calc Penalty Contribution",0.706114593962
"ensemble-023","Effort dev penalty",0
"ensemble-023","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-023","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-023","Incident Selectivity Curvature Penalty",2.97238764728
"ensemble-023","Initial Population Age Composition Penalty Contribution",1.20528797319
"ensemble-023","Initial Population Recruitment Penalty Contribution",5.36166276985e-07
"ensemble-023","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-023","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-023","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-023","Mean length penalty",0
"ensemble-023","Movement Diffusion Coefficients Penalty Contribution",0.0667579461101
"ensemble-023","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-023","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-023","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-023","Overall Mean Selectivity Penalty",0
"ensemble-023","Q dev penalty",0
"ensemble-023","Regional Recruitment Deviates Penalty Contribution",152.957448596
"ensemble-023","Regional Recruitment Distribution Penalty Contribution",0.188183565833
"ensemble-023","Reset Penalty Contribution",0.000226244
"ensemble-023","Seasonal Catchability Penalty Contribution",0
"ensemble-023","Selectivity Deviations Penalty",0
"ensemble-023","Selectivity Form Penalty (all Fisheries)",0.356461742699
"ensemble-023","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-023","Steepness prior",0.290772858504
"ensemble-023","Tagged Fish Reporting Rate Penalty Contribution",153.674697153
"ensemble-023","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-023","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-023","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-023","Time Block Mean Selectivity Penalty",8.43580266974e-07
"ensemble-023","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-023","Unclassified objective residual",74.7140806711104
"ensemble-024","Tag",7842.93959002535
"ensemble-024","Length frequency",79713.7641222541
"ensemble-024","Weight frequency",0
"ensemble-024","Age",3552.93154775803
"ensemble-024","CPUE",-1039.4060566199
"ensemble-024","Catch",0
"ensemble-024","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-024","Average Regional Recruitment Distribution Penalty Contribution",6.20042328592e-09
"ensemble-024","Do Everything Calc Penalty Contribution",0.222035494812
"ensemble-024","Effort dev penalty",0
"ensemble-024","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-024","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-024","Incident Selectivity Curvature Penalty",3.08139887001
"ensemble-024","Initial Population Age Composition Penalty Contribution",1.02911825733
"ensemble-024","Initial Population Recruitment Penalty Contribution",1.30266081155e-07
"ensemble-024","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-024","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-024","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-024","Mean length penalty",0
"ensemble-024","Movement Diffusion Coefficients Penalty Contribution",0.0476842670395
"ensemble-024","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-024","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-024","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-024","Overall Mean Selectivity Penalty",0
"ensemble-024","Q dev penalty",0
"ensemble-024","Regional Recruitment Deviates Penalty Contribution",143.179572792
"ensemble-024","Regional Recruitment Distribution Penalty Contribution",0.160174139874
"ensemble-024","Reset Penalty Contribution",0.000243425
"ensemble-024","Seasonal Catchability Penalty Contribution",0
"ensemble-024","Selectivity Deviations Penalty",0
"ensemble-024","Selectivity Form Penalty (all Fisheries)",0.222673813765
"ensemble-024","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-024","Steepness prior",0.329291750319
"ensemble-024","Tagged Fish Reporting Rate Penalty Contribution",95.4855206887
"ensemble-024","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-024","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-024","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-024","Time Block Mean Selectivity Penalty",4.55510189568e-08
"ensemble-024","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-024","Unclassified objective residual",64.7393231964961
"ensemble-025","Tag",7299.43778941992
"ensemble-025","Length frequency",79802.9305971194
"ensemble-025","Weight frequency",0
"ensemble-025","Age",3597.15462819328
"ensemble-025","CPUE",-1047.7581803
"ensemble-025","Catch",0
"ensemble-025","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-025","Average Regional Recruitment Distribution Penalty Contribution",7.96569565864e-09
"ensemble-025","Do Everything Calc Penalty Contribution",0.832728829145
"ensemble-025","Effort dev penalty",0
"ensemble-025","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-025","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-025","Incident Selectivity Curvature Penalty",3.68099569108
"ensemble-025","Initial Population Age Composition Penalty Contribution",1.45233669423
"ensemble-025","Initial Population Recruitment Penalty Contribution",9.89022659001e-08
"ensemble-025","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-025","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-025","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-025","Mean length penalty",0
"ensemble-025","Movement Diffusion Coefficients Penalty Contribution",0.0481618625707
"ensemble-025","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-025","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-025","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-025","Overall Mean Selectivity Penalty",0
"ensemble-025","Q dev penalty",0
"ensemble-025","Regional Recruitment Deviates Penalty Contribution",144.582027741
"ensemble-025","Regional Recruitment Distribution Penalty Contribution",0.171984475543
"ensemble-025","Reset Penalty Contribution",0.000227293
"ensemble-025","Seasonal Catchability Penalty Contribution",0
"ensemble-025","Selectivity Deviations Penalty",0
"ensemble-025","Selectivity Form Penalty (all Fisheries)",0.431608208421
"ensemble-025","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-025","Steepness prior",0.465849491077
"ensemble-025","Tagged Fish Reporting Rate Penalty Contribution",42.7916004366
"ensemble-025","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-025","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-025","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-025","Time Block Mean Selectivity Penalty",3.03168690152e-08
"ensemble-025","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-025","Unclassified objective residual",82.0266405997827
"ensemble-027","Tag",6696.79327394727
"ensemble-027","Length frequency",80608.106753958
"ensemble-027","Weight frequency",0
"ensemble-027","Age",3522.75086185687
"ensemble-027","CPUE",-1077.702346037
"ensemble-027","Catch",0
"ensemble-027","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-027","Average Regional Recruitment Distribution Penalty Contribution",4.71843009109e-09
"ensemble-027","Do Everything Calc Penalty Contribution",2.08682825459
"ensemble-027","Effort dev penalty",0
"ensemble-027","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-027","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-027","Incident Selectivity Curvature Penalty",2.8807737368
"ensemble-027","Initial Population Age Composition Penalty Contribution",1.23641283881
"ensemble-027","Initial Population Recruitment Penalty Contribution",6.28008580581e-08
"ensemble-027","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-027","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-027","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-027","Mean length penalty",0
"ensemble-027","Movement Diffusion Coefficients Penalty Contribution",0.0609464816207
"ensemble-027","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-027","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-027","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-027","Overall Mean Selectivity Penalty",0
"ensemble-027","Q dev penalty",0
"ensemble-027","Regional Recruitment Deviates Penalty Contribution",135.771321954
"ensemble-027","Regional Recruitment Distribution Penalty Contribution",0.193703615527
"ensemble-027","Reset Penalty Contribution",0.000220566
"ensemble-027","Seasonal Catchability Penalty Contribution",0
"ensemble-027","Selectivity Deviations Penalty",0
"ensemble-027","Selectivity Form Penalty (all Fisheries)",0.347780547021
"ensemble-027","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-027","Steepness prior",0.374133427082
"ensemble-027","Tagged Fish Reporting Rate Penalty Contribution",81.9120327212
"ensemble-027","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-027","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-027","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-027","Time Block Mean Selectivity Penalty",1.90809686273e-07
"ensemble-027","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-027","Unclassified objective residual",69.8989159383345
"ensemble-029","Tag",6435.45443239284
"ensemble-029","Length frequency",80537.5614805547
"ensemble-029","Weight frequency",0
"ensemble-029","Age",3651.26242115721
"ensemble-029","CPUE",-1069.4560527002
"ensemble-029","Catch",0
"ensemble-029","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-029","Average Regional Recruitment Distribution Penalty Contribution",6.34912566966e-09
"ensemble-029","Do Everything Calc Penalty Contribution",1.49033838766
"ensemble-029","Effort dev penalty",0
"ensemble-029","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-029","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-029","Incident Selectivity Curvature Penalty",2.8578108815
"ensemble-029","Initial Population Age Composition Penalty Contribution",1.25149761342
"ensemble-029","Initial Population Recruitment Penalty Contribution",8.01444071084e-08
"ensemble-029","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-029","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-029","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-029","Mean length penalty",0
"ensemble-029","Movement Diffusion Coefficients Penalty Contribution",0.045367515382
"ensemble-029","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-029","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-029","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-029","Overall Mean Selectivity Penalty",0
"ensemble-029","Q dev penalty",0
"ensemble-029","Regional Recruitment Deviates Penalty Contribution",132.176477444
"ensemble-029","Regional Recruitment Distribution Penalty Contribution",0.18016334493
"ensemble-029","Reset Penalty Contribution",0.000221563
"ensemble-029","Seasonal Catchability Penalty Contribution",0
"ensemble-029","Selectivity Deviations Penalty",0
"ensemble-029","Selectivity Form Penalty (all Fisheries)",0.896557072054
"ensemble-029","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-029","Steepness prior",0.318004156082
"ensemble-029","Tagged Fish Reporting Rate Penalty Contribution",87.7026026418
"ensemble-029","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-029","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-029","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-029","Time Block Mean Selectivity Penalty",1.58035996378e-06
"ensemble-029","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-029","Unclassified objective residual",71.4056116915017
"ensemble-030","Tag",7180.59213552494
"ensemble-030","Length frequency",83614.0809581564
"ensemble-030","Weight frequency",0
"ensemble-030","Age",3578.62622907208
"ensemble-030","CPUE",-1035.9671844752
"ensemble-030","Catch",0
"ensemble-030","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-030","Average Regional Recruitment Distribution Penalty Contribution",1.33139792524e-08
"ensemble-030","Do Everything Calc Penalty Contribution",0.368493388932
"ensemble-030","Effort dev penalty",0
"ensemble-030","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-030","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-030","Incident Selectivity Curvature Penalty",4.68460156352
"ensemble-030","Initial Population Age Composition Penalty Contribution",0.745648697938
"ensemble-030","Initial Population Recruitment Penalty Contribution",3.49250543454e-07
"ensemble-030","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-030","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-030","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-030","Mean length penalty",0
"ensemble-030","Movement Diffusion Coefficients Penalty Contribution",0.048020992695
"ensemble-030","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-030","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-030","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-030","Overall Mean Selectivity Penalty",0
"ensemble-030","Q dev penalty",0
"ensemble-030","Regional Recruitment Deviates Penalty Contribution",143.927871338
"ensemble-030","Regional Recruitment Distribution Penalty Contribution",0.14123925621
"ensemble-030","Reset Penalty Contribution",0.000247492
"ensemble-030","Seasonal Catchability Penalty Contribution",0
"ensemble-030","Selectivity Deviations Penalty",0
"ensemble-030","Selectivity Form Penalty (all Fisheries)",0.344548781727
"ensemble-030","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-030","Steepness prior",0.445819632315
"ensemble-030","Tagged Fish Reporting Rate Penalty Contribution",155.800184259
"ensemble-030","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-030","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-030","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-030","Time Block Mean Selectivity Penalty",4.07402922065e-07
"ensemble-030","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-030","Unclassified objective residual",63.2855613315769
"ensemble-031","Tag",7198.3321601715
"ensemble-031","Length frequency",80616.2894528737
"ensemble-031","Weight frequency",0
"ensemble-031","Age",3587.44869099805
"ensemble-031","CPUE",-1062.9077349613
"ensemble-031","Catch",0
"ensemble-031","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-031","Average Regional Recruitment Distribution Penalty Contribution",2.46095055445e-09
"ensemble-031","Do Everything Calc Penalty Contribution",0.16913507016
"ensemble-031","Effort dev penalty",0
"ensemble-031","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-031","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-031","Incident Selectivity Curvature Penalty",2.90302899234
"ensemble-031","Initial Population Age Composition Penalty Contribution",1.3287601002
"ensemble-031","Initial Population Recruitment Penalty Contribution",6.16175688406e-08
"ensemble-031","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-031","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-031","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-031","Mean length penalty",0
"ensemble-031","Movement Diffusion Coefficients Penalty Contribution",0.0461350445143
"ensemble-031","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-031","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-031","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-031","Overall Mean Selectivity Penalty",0
"ensemble-031","Q dev penalty",0
"ensemble-031","Regional Recruitment Deviates Penalty Contribution",139.192678875
"ensemble-031","Regional Recruitment Distribution Penalty Contribution",0.173465329373
"ensemble-031","Reset Penalty Contribution",0.000233669
"ensemble-031","Seasonal Catchability Penalty Contribution",0
"ensemble-031","Selectivity Deviations Penalty",0
"ensemble-031","Selectivity Form Penalty (all Fisheries)",0.801517283082
"ensemble-031","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-031","Steepness prior",0.38986179481
"ensemble-031","Tagged Fish Reporting Rate Penalty Contribution",84.1280026851
"ensemble-031","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-031","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-031","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-031","Time Block Mean Selectivity Penalty",1.51453647845e-06
"ensemble-031","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-031","Unclassified objective residual",80.8642961928417
"ensemble-032","Tag",6391.77292145751
"ensemble-032","Length frequency",79784.6312888963
"ensemble-032","Weight frequency",0
"ensemble-032","Age",3597.47449579392
"ensemble-032","CPUE",-1152.6569171031
"ensemble-032","Catch",0
"ensemble-032","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-032","Average Regional Recruitment Distribution Penalty Contribution",3.86347096537e-08
"ensemble-032","Do Everything Calc Penalty Contribution",4.44687605669
"ensemble-032","Effort dev penalty",0
"ensemble-032","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-032","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-032","Incident Selectivity Curvature Penalty",3.68576561387
"ensemble-032","Initial Population Age Composition Penalty Contribution",1.23249019008
"ensemble-032","Initial Population Recruitment Penalty Contribution",4.36654832608e-07
"ensemble-032","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-032","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-032","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-032","Mean length penalty",0
"ensemble-032","Movement Diffusion Coefficients Penalty Contribution",0.0508491054994
"ensemble-032","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-032","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-032","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-032","Overall Mean Selectivity Penalty",0
"ensemble-032","Q dev penalty",0
"ensemble-032","Regional Recruitment Deviates Penalty Contribution",127.322404246
"ensemble-032","Regional Recruitment Distribution Penalty Contribution",0.141403459359
"ensemble-032","Reset Penalty Contribution",0.000240203
"ensemble-032","Seasonal Catchability Penalty Contribution",0
"ensemble-032","Selectivity Deviations Penalty",0
"ensemble-032","Selectivity Form Penalty (all Fisheries)",0.238933252007
"ensemble-032","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-032","Steepness prior",0.374151171067
"ensemble-032","Tagged Fish Reporting Rate Penalty Contribution",97.042322966
"ensemble-032","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-032","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-032","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-032","Time Block Mean Selectivity Penalty",5.49561775642e-07
"ensemble-032","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-032","Unclassified objective residual",79.9647860431432
"ensemble-033","Tag",7107.97906611042
"ensemble-033","Length frequency",80516.5076875822
"ensemble-033","Weight frequency",0
"ensemble-033","Age",3592.56626163813
"ensemble-033","CPUE",-1055.8352768631
"ensemble-033","Catch",0
"ensemble-033","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-033","Average Regional Recruitment Distribution Penalty Contribution",4.73457362204e-09
"ensemble-033","Do Everything Calc Penalty Contribution",0.785902601509
"ensemble-033","Effort dev penalty",0
"ensemble-033","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-033","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-033","Incident Selectivity Curvature Penalty",3.09297820327
"ensemble-033","Initial Population Age Composition Penalty Contribution",1.1221570336
"ensemble-033","Initial Population Recruitment Penalty Contribution",1.06834943819e-07
"ensemble-033","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-033","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-033","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-033","Mean length penalty",0
"ensemble-033","Movement Diffusion Coefficients Penalty Contribution",0.0480648797993
"ensemble-033","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-033","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-033","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-033","Overall Mean Selectivity Penalty",0
"ensemble-033","Q dev penalty",0
"ensemble-033","Regional Recruitment Deviates Penalty Contribution",142.491288154
"ensemble-033","Regional Recruitment Distribution Penalty Contribution",0.177519928756
"ensemble-033","Reset Penalty Contribution",0.000228241
"ensemble-033","Seasonal Catchability Penalty Contribution",0
"ensemble-033","Selectivity Deviations Penalty",0
"ensemble-033","Selectivity Form Penalty (all Fisheries)",0.311534015568
"ensemble-033","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-033","Steepness prior",0.295225467158
"ensemble-033","Tagged Fish Reporting Rate Penalty Contribution",96.5049211151
"ensemble-033","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-033","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-033","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-033","Time Block Mean Selectivity Penalty",2.79318498997e-07
"ensemble-033","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-033","Unclassified objective residual",66.5693328517082
"ensemble-034","Tag",7657.4743199602
"ensemble-034","Length frequency",90025.8279670218
"ensemble-034","Weight frequency",0
"ensemble-034","Age",3605.78884228671
"ensemble-034","CPUE",-1049.4085833783
"ensemble-034","Catch",0
"ensemble-034","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-034","Average Regional Recruitment Distribution Penalty Contribution",4.19236982907e-08
"ensemble-034","Do Everything Calc Penalty Contribution",0.317238543317
"ensemble-034","Effort dev penalty",0
"ensemble-034","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-034","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-034","Incident Selectivity Curvature Penalty",3.53839177315
"ensemble-034","Initial Population Age Composition Penalty Contribution",1.44872218709
"ensemble-034","Initial Population Recruitment Penalty Contribution",6.07810400848e-08
"ensemble-034","Kludged Equilibrium Survival Penalty Contribution",0
"ensemble-034","Maximum Age Lag Fishing Mortality Penalty (all Fisheries)",0
"ensemble-034","Maximum Fishing Mortality Penalty (all Fisheries)",0
"ensemble-034","Mean length penalty",0
"ensemble-034","Movement Diffusion Coefficients Penalty Contribution",0.0503833743206
"ensemble-034","Non Spline Selectivity Curvature Penalty (all Fisheries)",0
"ensemble-034","Normal Distribution Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-034","Orthogonal Polynomial Recruitment Penalty by Level:",0
"ensemble-034","Overall Mean Selectivity Penalty",0
"ensemble-034","Q dev penalty",0
"ensemble-034","Regional Recruitment Deviates Penalty Contribution",144.641860327
"ensemble-034","Regional Recruitment Distribution Penalty Contribution",0.141014183522
"ensemble-034","Reset Penalty Contribution",0.000238558
"ensemble-034","Seasonal Catchability Penalty Contribution",0
"ensemble-034","Selectivity Deviations Penalty",0
"ensemble-034","Selectivity Form Penalty (all Fisheries)",0.238923721
"ensemble-034","Spline Selectivity Bound Penalty (all Fisheries)",0
"ensemble-034","Steepness prior",0.432438345388
"ensemble-034","Tagged Fish Reporting Rate Penalty Contribution",33.1555450177
"ensemble-034","Temporal Recruitment Deviates Curve Penalty Contribution",0
"ensemble-034","Temporal Recruitment Deviates Penalty Contribution",0
"ensemble-034","Temporal Recruitment Deviates Trend Penalty Contribution",0
"ensemble-034","Time Block Mean Selectivity Penalty",1.8181140149e-08
"ensemble-034","von Bertalanffy Deviates Penalty Contribution",0
"ensemble-034","Unclassified objective residual",78.0527836442488
"ensemble-035","Tag",6997.64230808409
"ensemble-035","Length frequency",79803.7942840896
"ensemble-035","Weight frequency",0
"ensemble-035","Age",3591.3982923299
"ensemble-035","CPUE",-1058.5616152604
"ensemble-035","Catch",0
"ensemble-035","Average Regional Biomass Distribution Penalty Contribution",0
"ensemble-035","Average Regional Recruitment Distribution Penalty Contribution",2.11713313547e-09
"ensemble-035","Do Everything Calc Penalty Contribution",0.840455812124
"ensemble-035","Effort dev penalty",0
"ensemble-035","Implicit Fm Level Regression Coefficients Penalty Contribution",0
"ensemble-035","Implicit Fm Level Regression Penalty Contribution",0
"ensemble-035","Incident Selectivity Curvature Penalty",3.65665979766
"ensemble-035","Initial Population Age Composition Penalty Contribution",1.38553699195
"ensemble-035","Initial Population Recruitment Penalty Contribution",1.16403202429e-07
"ensemble-035","Kludged Equilibrium Survival Penalty Contribution",0
