ensemble_id,rr_group,requested_tag_reporting_flag2,effective_flag2_when_mixing_period_positive,effective_flag2_when_mixing_period_zero,tag_mixing_k_cutoff,zero_mixing_events,tag_reporting_zero_mixing_exclusions,maximum_gradient_component,retention_criterion,source_archive,archive_sha256,final_par_source_path,final_par_split_path,final_par_bytes,final_par_sha256,bet_ini_archive_member,bet_model_ini_archive_member,archived_bet_ini_model_ini_byte_identical,bet_ini_split_path,bet_ini_bytes,bet_ini_sha256,plot_rep_source_path,plot_rep_split_path,plot_rep_archive_member,plot_rep_bytes,plot_rep_lines,plot_rep_sha256
ensemble-055,exclusion,1,1,1,0.15,1,0,7.68363871782179e-05,public fit ledger maximum_gradient <= 1e-4,job-022554/output_archive.tar.gz,c191381df6b075810d370fe79b743db88c18f3613e6d149b773c9e368118bc69,final-par/ensemble-055/final.par,final-par-rr-exclusion-flag2-1/ensemble-055/final.par,2957160,d09b22a846ed4782fdb14fb3c7238adfba11ddc7db71ddfd2925458127c546e5,./outputs/models/ensemble-055/bet.ini,./outputs/models/ensemble-055/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-055/bet.ini,66811,ec18e0604d69969303e85c072088a9c03d0c0e8ac35e88504808e5adfb66ea86,final-par/ensemble-055/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-055/plot-11.par.rep,./outputs/models/ensemble-055/plot-11.par.rep,2850382,6349,5fad3e30ffe267310e7436d3b30a470f31736fbbb995d5959fe34c905234ece5
ensemble-056,exclusion,1,1,1,0.2,2,0,9.56455524782732e-05,public fit ledger maximum_gradient <= 1e-4,job-022555/output_archive.tar.gz,8f4b6cb6f0dbd0525ff59b66b18707636e7f26cde0114ecf251a2e73f5943a74,final-par/ensemble-056/final.par,final-par-rr-exclusion-flag2-1/ensemble-056/final.par,2957224,dbd785382fe5b38938975433954cc373231f25978817880abc35524751048eb4,./outputs/models/ensemble-056/bet.ini,./outputs/models/ensemble-056/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-056/bet.ini,66811,37215dcfac241d93947087a8449a2323395362cd2dbff6e1e7ba23ba1eff0d14,final-par/ensemble-056/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-056/plot-11.par.rep,./outputs/models/ensemble-056/plot-11.par.rep,2854714,6349,80861a9beb57dfa81ee3d980a5e4d012781a8d825ca4bd824c64d7b0401b2918
ensemble-057,exclusion,1,1,1,0.2,2,0,9.81371285103359e-05,public fit ledger maximum_gradient <= 1e-4,job-022556/output_archive.tar.gz,430cde72dc9f907bef303a8bd68ebbdbbf5bd1b3c76f09289cea18c2395a23cc,final-par/ensemble-057/final.par,final-par-rr-exclusion-flag2-1/ensemble-057/final.par,2957241,06dde7643f55a2d224dbfa12f28201c1c6570538b747111d30bf97738489a0c9,./outputs/models/ensemble-057/bet.ini,./outputs/models/ensemble-057/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-057/bet.ini,66811,d675607f8ea7ee02554ca5c4957e997f06b301e08b178be79d34d4caf9f39b74,final-par/ensemble-057/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-057/plot-11.par.rep,./outputs/models/ensemble-057/plot-11.par.rep,2853686,6349,a45bffcb8e51b2f64bf35e64792826d5dd6da4d7013676bce4598f078f0ce28b
ensemble-066,exclusion,1,1,1,0.25,6,0,9.35891790989841e-05,public fit ledger maximum_gradient <= 1e-4,job-022565/output_archive.tar.gz,4591e26374d142a1a6c2ab35b90cc898de6e9bb0709d4e90040347c3ab58011b,final-par/ensemble-066/final.par,final-par-rr-exclusion-flag2-1/ensemble-066/final.par,2957253,634f7f320893a15a66907e021f723d2d84f5c920038fa946d741ce6889f7fe22,./outputs/models/ensemble-066/bet.ini,./outputs/models/ensemble-066/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-066/bet.ini,66811,8881f65fa4377c65b121869fcbcefe2d0e6547f631230fa21155605805180b26,final-par/ensemble-066/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-066/plot-11.par.rep,./outputs/models/ensemble-066/plot-11.par.rep,2851347,6349,bc58269da667bf0a857653890163969e7cbeb2e4562e0aef231443d966580c15
ensemble-068,exclusion,1,1,1,0.25,6,0,9.55592043635695e-05,public fit ledger maximum_gradient <= 1e-4,job-022567/output_archive.tar.gz,338a4a11334512256cf4c1d273f55a3add28d165bb86bc6f1d30d2dc1af73418,final-par/ensemble-068/final.par,final-par-rr-exclusion-flag2-1/ensemble-068/final.par,2957190,512f8941a8c4e7d289f14e136238d29d16a97e8cc2db1c7ea0dfc51e2cc9cee8,./outputs/models/ensemble-068/bet.ini,./outputs/models/ensemble-068/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-068/bet.ini,66811,6eee8f1bfe0424a09d1fe281978a40a10704a9dd9888250bfb805624928f39a7,final-par/ensemble-068/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-068/plot-11.par.rep,./outputs/models/ensemble-068/plot-11.par.rep,2847966,6349,ef0c5d04ef50617d1f0ac41db3580856e72b5ebaf6ae19a5051b2797a33ff1aa
ensemble-069,exclusion,1,1,1,0.35,18,0,9.87435678387170e-05,public fit ledger maximum_gradient <= 1e-4,job-022568/output_archive.tar.gz,64cac5629d8f9dfe1d5e88194cf36fb9a7a249fe8f14033cc473f48b3d9a5bc3,final-par/ensemble-069/final.par,final-par-rr-exclusion-flag2-1/ensemble-069/final.par,2957206,4febc88bea082f0476468d94b193fd908453f2f15cb05bfef14770c4262d16b2,./outputs/models/ensemble-069/bet.ini,./outputs/models/ensemble-069/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-069/bet.ini,66811,1ef2064568e82d043f5ec83c503c259bc0f84cb5540abc5e594eb6bc1abfc8c9,final-par/ensemble-069/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-069/plot-11.par.rep,./outputs/models/ensemble-069/plot-11.par.rep,2847464,6349,74513538dbdb780e6e04b34bdee557a169506d76af88dfe96066a4f0a2e403fe
ensemble-070,exclusion,1,1,1,0.3,14,0,9.08775724676129e-05,public fit ledger maximum_gradient <= 1e-4,job-022569/output_archive.tar.gz,44752ce165365510dfccd9c685ec8b9a9fdd5d6ab95b67ecf82682299b816be7,final-par/ensemble-070/final.par,final-par-rr-exclusion-flag2-1/ensemble-070/final.par,2957153,c2a768ca75d9c44322b21f8e5082736725ba1809e0cb39982ca5cfa776a0ff84,./outputs/models/ensemble-070/bet.ini,./outputs/models/ensemble-070/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-070/bet.ini,66811,3d3352a04c4440bc47e475fb73e5b10858f98dd99045d7228e440b4a50cdc16b,final-par/ensemble-070/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-070/plot-11.par.rep,./outputs/models/ensemble-070/plot-11.par.rep,2844017,6349,e6543dfe3b3e419ac7dc8743e06b97a1d29c8e5739aa0a8fcc223c9a73449321
ensemble-072,exclusion,1,1,1,0.2,2,0,9.73948216398625e-05,public fit ledger maximum_gradient <= 1e-4,job-022571/output_archive.tar.gz,a68c82c745a185a443b3e5b9d04f9ed694048e8c9739a7c9b1f75d909f8736ce,final-par/ensemble-072/final.par,final-par-rr-exclusion-flag2-1/ensemble-072/final.par,2957180,33d7ce5c9795a8e078c6248b52915cb036a44781f9466e4773b668f416b9f570,./outputs/models/ensemble-072/bet.ini,./outputs/models/ensemble-072/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-072/bet.ini,66811,80527c067501aaf4422fe706b1d616d71138d28bac600e94da5a5dcd8a300e74,final-par/ensemble-072/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-072/plot-11.par.rep,./outputs/models/ensemble-072/plot-11.par.rep,2852680,6349,7d10c4a1a5d129916349a20b72455f912f80383ed72d996c8ae1537c09fd698e
ensemble-073,exclusion,1,1,1,0.2,2,0,9.19944520636268e-05,public fit ledger maximum_gradient <= 1e-4,job-022572/output_archive.tar.gz,0ef2941ce6c12f4ce3d4b4dd365c4aa8500bb6b24939ca169afc99034fb92126,final-par/ensemble-073/final.par,final-par-rr-exclusion-flag2-1/ensemble-073/final.par,2957195,672ce2fbab434243c0baeaffd11a333dca5e136830ff1635de4d143a537d9405,./outputs/models/ensemble-073/bet.ini,./outputs/models/ensemble-073/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-073/bet.ini,66807,568e03845be3e36b5b4d6cfaa34fb2ff18096c5691612cb694d34c6fbc1dc139,final-par/ensemble-073/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-073/plot-11.par.rep,./outputs/models/ensemble-073/plot-11.par.rep,2847565,6349,a73ddd3f9ce589108adf1af97d6c5cef1b460696daa85857f2a1a327d7959281
ensemble-075,exclusion,1,1,1,0.15,1,0,9.68746985254042e-05,public fit ledger maximum_gradient <= 1e-4,job-022574/output_archive.tar.gz,33344011e95c3ae8d4b5d743986c082311e667c27ee844f2ba9e20b23ce02273,final-par/ensemble-075/final.par,final-par-rr-exclusion-flag2-1/ensemble-075/final.par,2957189,29d8c5b37cca7f9d67959bad4f1263c34341533a215fe6501b0c4a8fc05580c8,./outputs/models/ensemble-075/bet.ini,./outputs/models/ensemble-075/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-075/bet.ini,66811,e64bb832864919d55ae77bddf5d587c872b98d3ed24c389ec4f1587ba9d5c2a4,final-par/ensemble-075/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-075/plot-11.par.rep,./outputs/models/ensemble-075/plot-11.par.rep,2850074,6349,1cff18ab6d8a5b0d801a22dd4fb5fae1e40d1ac673a5c4f034967e09c8a840f4
ensemble-076,exclusion,1,1,1,0.2,2,0,9.46904796903706e-05,public fit ledger maximum_gradient <= 1e-4,job-022575/output_archive.tar.gz,2b4928be22c95d0866fd47aff1c68264be7c96b33527e402d118c862bf0e5bbe,final-par/ensemble-076/final.par,final-par-rr-exclusion-flag2-1/ensemble-076/final.par,2957195,e84ec7e5a0bf4b3be5928d71124089e3c0b9ca50ce4286b97eeeb49c94a04719,./outputs/models/ensemble-076/bet.ini,./outputs/models/ensemble-076/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-076/bet.ini,66811,89f52c57fe5c1a0981fcef801f4bf3f2c9f3bed8c9dbaaf37899710d752ecc24,final-par/ensemble-076/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-076/plot-11.par.rep,./outputs/models/ensemble-076/plot-11.par.rep,2849227,6349,148c7013a53e5c0a14b4a443fb8f17c7244423b72c83c55a55c268eb66fe8b13
ensemble-079,exclusion,1,1,1,0.2,2,0,9.82179805203994e-05,public fit ledger maximum_gradient <= 1e-4,job-022578/output_archive.tar.gz,de310f6ee951ab201690517e98a2afa6e6226dc7b72bd2f3d06cdc6e2b60222d,final-par/ensemble-079/final.par,final-par-rr-exclusion-flag2-1/ensemble-079/final.par,2957177,96d6932b8e72ed5a3aef1b3330a05e4394251ff4bb61aa0837d74f9ad5997073,./outputs/models/ensemble-079/bet.ini,./outputs/models/ensemble-079/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-079/bet.ini,66809,2500f1e80de217e22d4a602f62db5e5802bf52c9a73277782d6943843ec10d3e,final-par/ensemble-079/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-079/plot-11.par.rep,./outputs/models/ensemble-079/plot-11.par.rep,2855689,6349,28fa0cae1066539d223d323630c079e8674dfbc722a1901708cd7f7821248522
ensemble-081,exclusion,1,1,1,0.25,6,0,9.19822398004377e-05,public fit ledger maximum_gradient <= 1e-4,job-022580/output_archive.tar.gz,d6c7c23e921a65bd9049c25434c0dcf63ce52e66841b1394e850c5843c9850a3,final-par/ensemble-081/final.par,final-par-rr-exclusion-flag2-1/ensemble-081/final.par,2957168,4ce94f79e1b6d63e973a4fadc2ab1bf612468e01e7c14d05f743e6002904359a,./outputs/models/ensemble-081/bet.ini,./outputs/models/ensemble-081/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-081/bet.ini,66809,a234971bdd51862e4b0dc503354404b22bba499513f56e03b25cb1e1c18f8ab9,final-par/ensemble-081/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-081/plot-11.par.rep,./outputs/models/ensemble-081/plot-11.par.rep,2845729,6349,dd0881f0351fd6500c79dc72ffa367046dde50fb387870c0886b5cb868c4722d
ensemble-082,exclusion,1,1,1,0.25,6,0,9.86465573718070e-05,public fit ledger maximum_gradient <= 1e-4,job-022581/output_archive.tar.gz,9bc4c3c90926154fa913c8d4b6b82bfa0aa9952e9e92d2110ce62a843ffb250b,final-par/ensemble-082/final.par,final-par-rr-exclusion-flag2-1/ensemble-082/final.par,2957221,0a3e81df13751be294dc15c7e7109af8cd07e169b8d135fca6694c580f0ce571,./outputs/models/ensemble-082/bet.ini,./outputs/models/ensemble-082/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-082/bet.ini,66811,5c5625833a80441ca4017a6b56a8793a3fc4ea0163719b134a8a8ee4a6714ef3,final-par/ensemble-082/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-082/plot-11.par.rep,./outputs/models/ensemble-082/plot-11.par.rep,2859788,6349,cb83cb5f02466e306f9be144307b89112493ad4a82eafda3262ea7f7ded15b23
ensemble-084,exclusion,1,1,1,0.3,14,0,8.32858861730589e-05,public fit ledger maximum_gradient <= 1e-4,job-022583/output_archive.tar.gz,1dfe35075566b19c476de54c500e3abbcef9f4d1ceaa777bdebc3e9ef10e6a40,final-par/ensemble-084/final.par,final-par-rr-exclusion-flag2-1/ensemble-084/final.par,2957145,535a1082c1ead36fa0f411dca8d149978fb08ae52d156921c1bcc3fed7c103e8,./outputs/models/ensemble-084/bet.ini,./outputs/models/ensemble-084/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-084/bet.ini,66811,44321e4dd33d8ccf5d2cf8da44a2446585bcea5b660764ad654f3d6de8447d7d,final-par/ensemble-084/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-084/plot-11.par.rep,./outputs/models/ensemble-084/plot-11.par.rep,2849050,6349,9a081a7251556d04e4d6ce7837787125cecefd429fd6b7863a6cb862932fc5d7
ensemble-085,exclusion,1,1,1,0.3,14,0,9.87241338180133e-05,public fit ledger maximum_gradient <= 1e-4,job-022584/output_archive.tar.gz,e284a0abbd9ebbc15c139970bf69e91cba44ab6d77e4eb71a4a975bcc7356699,final-par/ensemble-085/final.par,final-par-rr-exclusion-flag2-1/ensemble-085/final.par,2957198,c7256d741b14c0674a35b3dde43f35d667c7b80b45f21bce3d53a6a6ddfbea91,./outputs/models/ensemble-085/bet.ini,./outputs/models/ensemble-085/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-085/bet.ini,66811,3ec378c47a2ae4bb32dcc23758065ee0b161b5fd9c2c5bd2c46c3cb2d6e82a10,final-par/ensemble-085/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-085/plot-11.par.rep,./outputs/models/ensemble-085/plot-11.par.rep,2856039,6349,6b43e14f84b9aa7807616744144ac3f783da2e3ec0b58168e27bdd4c73de85d0
ensemble-087,exclusion,1,1,1,0.05,0,0,8.83510971924596e-05,public fit ledger maximum_gradient <= 1e-4,job-022586/output_archive.tar.gz,c12c2d213182511094abf48c476a844077207e9004fde2ab968a90ad8d2b8e32,final-par/ensemble-087/final.par,final-par-rr-exclusion-flag2-1/ensemble-087/final.par,2957165,9ba184c56e108d3963d85920f7b0a8e13e849bd970c0eaa17e906e0ef3edab64,./outputs/models/ensemble-087/bet.ini,./outputs/models/ensemble-087/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-087/bet.ini,66809,e98aec84152e8b80af4fe850b789fa731ed30fcf37a66f7e49f86280e98ad462,final-par/ensemble-087/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-087/plot-11.par.rep,./outputs/models/ensemble-087/plot-11.par.rep,2854612,6349,23c562a9bc313850542b5170a92d85940bb860659deb8285b0d1a44bf0ea7b43
ensemble-088,exclusion,1,1,1,0.2,2,0,9.24667876098685e-05,public fit ledger maximum_gradient <= 1e-4,job-022587/output_archive.tar.gz,42e017d4fd595ca58ed54120044d37beb6b57eac58065e88e82e83f92ff61c82,final-par/ensemble-088/final.par,final-par-rr-exclusion-flag2-1/ensemble-088/final.par,2957096,730b1787c059a72750d52e71d38fb0c744b2c749d1eb0b1d82d499f66c6d20df,./outputs/models/ensemble-088/bet.ini,./outputs/models/ensemble-088/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-088/bet.ini,66811,ef327926053b1cc3e0a2e950133b8d0d0fe749128416f2a15e14bec282de7e4c,final-par/ensemble-088/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-088/plot-11.par.rep,./outputs/models/ensemble-088/plot-11.par.rep,2849479,6349,de006c87af6b44915f3df4db6f3de18653f0a0464a6d2cf8885d7845f75c0371
ensemble-090,exclusion,1,1,1,0.15,1,0,9.38918086933695e-05,public fit ledger maximum_gradient <= 1e-4,job-022589/output_archive.tar.gz,b597eaff4cb86eb3712789b56594a95d6cd44bb8c7349d1d8e9b05978b92aba6,final-par/ensemble-090/final.par,final-par-rr-exclusion-flag2-1/ensemble-090/final.par,2957154,ed9cf7324a3f358196f2fbd827fea2fc56b46b994bc10ad88cf9fc1611408934,./outputs/models/ensemble-090/bet.ini,./outputs/models/ensemble-090/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-090/bet.ini,66811,b8beebd252d3933e7062cf865678d10fcd1cc7b38193c01709ae8973bfe78f0b,final-par/ensemble-090/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-090/plot-11.par.rep,./outputs/models/ensemble-090/plot-11.par.rep,2861790,6349,89954c4e5b297ac184c1031a5a078ef4d65753d771c3231289a20613774f7dfa
ensemble-091,exclusion,1,1,1,0.15,1,0,9.10361513023442e-05,public fit ledger maximum_gradient <= 1e-4,job-022590/output_archive.tar.gz,aef937a9bfb5782561052d442d640ceba2fb5ea135112df1bbb3859abd3e001d,final-par/ensemble-091/final.par,final-par-rr-exclusion-flag2-1/ensemble-091/final.par,2957190,fde308e6be0f641d185d2edfa6aacedc47e556c9d9ff99a52493a18f4c8289d6,./outputs/models/ensemble-091/bet.ini,./outputs/models/ensemble-091/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-091/bet.ini,66809,8c242e48be83d2b752f7f3fd731904df146fe016188fe844d00532a4d0ef8af9,final-par/ensemble-091/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-091/plot-11.par.rep,./outputs/models/ensemble-091/plot-11.par.rep,2858325,6349,b901bc19dacc8876fff51e8294f52343bcd807d57035d1f0f4e59839b5a65ca0
ensemble-093,exclusion,1,1,1,0.25,6,0,8.84219549571631e-05,public fit ledger maximum_gradient <= 1e-4,job-022592/output_archive.tar.gz,0f5bb55ef0af7f9aff3717f4cd245a7cb016822a8edfe19e68533902dbbdd7b8,final-par/ensemble-093/final.par,final-par-rr-exclusion-flag2-1/ensemble-093/final.par,2957177,0dde74e98caa6d20252d82f4082226244c2012e4dcf716364002c21e5d84e49d,./outputs/models/ensemble-093/bet.ini,./outputs/models/ensemble-093/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-093/bet.ini,66809,e745fad49316257564249be1303d8b96b595e621b6277d5e4db19c88bdda622c,final-par/ensemble-093/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-093/plot-11.par.rep,./outputs/models/ensemble-093/plot-11.par.rep,2848015,6349,0f9582c4fc7faa04d58c7c59c7c9f7414d0a039d51f1edaf201825dd1a8b62c1
ensemble-098,exclusion,1,1,1,0.3,14,0,9.94783045301106e-05,public fit ledger maximum_gradient <= 1e-4,job-022597/output_archive.tar.gz,5632057ab56e4dc985692040256ad34c66d1b6c00861f5ba4b6013ef06536bfe,final-par/ensemble-098/final.par,final-par-rr-exclusion-flag2-1/ensemble-098/final.par,2957215,607a5b5027fa37082fc0db6341421bb9aa0268a7f0133a062ac6a6e96cf89a8e,./outputs/models/ensemble-098/bet.ini,./outputs/models/ensemble-098/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-098/bet.ini,66811,9332cc9f03854c37026213e9c80837d851a8bb53d6614ffcc952f873d224bf8f,final-par/ensemble-098/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-098/plot-11.par.rep,./outputs/models/ensemble-098/plot-11.par.rep,2844182,6349,9e96ba5ee374d41f8934076ed7153fa63533d59016baa6dc32f199202c25aae9
ensemble-099,exclusion,1,1,1,0.2,2,0,9.31316297700410e-05,public fit ledger maximum_gradient <= 1e-4,job-022598/output_archive.tar.gz,17b309af0f52aaf2d6378c0a36b5dd915f45ccae5a671a70041fa71e74fb41d0,final-par/ensemble-099/final.par,final-par-rr-exclusion-flag2-1/ensemble-099/final.par,2957154,ca2f42431c37ea8751d096707f7600732b624fa20880ea723e0ac3d729e48adb,./outputs/models/ensemble-099/bet.ini,./outputs/models/ensemble-099/bet.model.ini,TRUE,final-par-rr-exclusion-flag2-1/ensemble-099/bet.ini,66811,dc2134805663fc8965f7831a836d971f1b0de946502de7441e87bc8362cb8b36,final-par/ensemble-099/plot-11.par.rep,final-par-rr-exclusion-flag2-1/ensemble-099/plot-11.par.rep,./outputs/models/ensemble-099/plot-11.par.rep,2848336,6349,abca38811cafe1ab86672315de9bc6b5df557323475f4866db502ea18348328e
