ensemble_id,rr_group,requested_tag_reporting_flag2,effective_flag2_when_mixing_period_positive,effective_flag2_when_mixing_period_zero,tag_mixing_k_cutoff,zero_mixing_events,tag_reporting_zero_mixing_exclusions,maximum_gradient_component,retention_criterion,source_archive,archive_sha256,final_par_source_path,final_par_split_path,final_par_bytes,final_par_sha256,bet_ini_archive_member,bet_model_ini_archive_member,archived_bet_ini_model_ini_byte_identical,bet_ini_split_path,bet_ini_bytes,bet_ini_sha256,plot_rep_source_path,plot_rep_split_path,plot_rep_archive_member,plot_rep_bytes,plot_rep_lines,plot_rep_sha256
ensemble-001,inclusion,0,0,1,0.1,0,0,9.61238413505548e-05,public fit ledger maximum_gradient <= 1e-4,job-022501/output_archive.tar.gz,2f4e93a5098e4ff438bfb955032a7b346302f4bcbf756e90748f9587994996f8,final-par/ensemble-001/final.par,final-par-rr-inclusion-flag2-0/ensemble-001/final.par,2957210,81853e0f513af299efc731902535f78ca5b6343da39ea8ea15111872443e7a96,./outputs/models/ensemble-001/bet.ini,./outputs/models/ensemble-001/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-001/bet.ini,66809,ebebd3ea8a9c78e91acbec32bcd757b3ab1e6cf925a68a9339c8f9d0d92d4285,final-par/ensemble-001/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-001/plot-11.par.rep,./outputs/models/ensemble-001/plot-11.par.rep,2851710,6349,c376c6edcf172e25f6863e54011a8ed44a8b61ea25e3169bce246024b9fcb211
ensemble-005,inclusion,0,0,1,0.3,14,14,5.46278257900106e-05,public fit ledger maximum_gradient <= 1e-4,job-022505/output_archive.tar.gz,a28d5148aae96110f5ed8eb2454e2c5715a99a0e8d296638b9a246d2cc262d73,final-par/ensemble-005/final.par,final-par-rr-inclusion-flag2-0/ensemble-005/final.par,2957213,26ea565fbae231b59eeba8646da53d939c06adfa5ec9f451f11e813ef376d9d2,./outputs/models/ensemble-005/bet.ini,./outputs/models/ensemble-005/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-005/bet.ini,66811,a3490248b17cb5996053e62573311ccd44b059602b9873f66da9bb2c565a33de,final-par/ensemble-005/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-005/plot-11.par.rep,./outputs/models/ensemble-005/plot-11.par.rep,2844344,6349,1ba9d82db2cabc79e3484741078037c3896c2935f0c709fc03c79bd7d38a5029
ensemble-006,inclusion,0,0,1,0.25,6,6,6.90218697200069e-05,public fit ledger maximum_gradient <= 1e-4,job-022503/output_archive.tar.gz,3dbb4af73c4c60fcf7c07888a9606daeb722d8803f45460f9ff7304946d6ee2b,final-par/ensemble-006/final.par,final-par-rr-inclusion-flag2-0/ensemble-006/final.par,2957227,71c9147f47a20da15ba3d0a0f01136ee55b018558658e690776c6b6edf896b7a,./outputs/models/ensemble-006/bet.ini,./outputs/models/ensemble-006/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-006/bet.ini,66811,02ce422a4d3f699c356f76d2d9575814d73e795df145c776445c00e64092234d,final-par/ensemble-006/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-006/plot-11.par.rep,./outputs/models/ensemble-006/plot-11.par.rep,2844546,6349,a8cc1ac04ce826bda95b1e1e94141f34a3280cc45ca67d392b01e0a6bd3ce7c6
ensemble-007,inclusion,0,0,1,0.35,18,18,8.37527730061043e-05,public fit ledger maximum_gradient <= 1e-4,job-022510/output_archive.tar.gz,9cfd7cbfef8b489cde76e96c5f780e0b7430312900f72bcf862ce03a18ef45c1,final-par/ensemble-007/final.par,final-par-rr-inclusion-flag2-0/ensemble-007/final.par,2957219,e1f5072290ccf463c2f4ca94a7e5f44b611970653cdc7fb9293169744bcd7bae,./outputs/models/ensemble-007/bet.ini,./outputs/models/ensemble-007/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-007/bet.ini,66809,97565d4093a96fe4ccdfa870d728d874689fbeb3d466ce88add23bfe93adb859,final-par/ensemble-007/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-007/plot-11.par.rep,./outputs/models/ensemble-007/plot-11.par.rep,2853904,6349,994a7081cbf9b951869449ab76f3314501f0287bcaf51faf18a60ac2f24d4596
ensemble-008,inclusion,0,0,1,0.15,1,1,9.92659455831802e-05,public fit ledger maximum_gradient <= 1e-4,job-022506/output_archive.tar.gz,82381a46bf3aa0968d97abbf561c1c6d3aa822f22603adde62ebc6f27be705a7,final-par/ensemble-008/final.par,final-par-rr-inclusion-flag2-0/ensemble-008/final.par,2957210,c5207c7e5cd12a4b66630cfa048a98d0b898269d7aeb601b8f7de015cfdf3e5e,./outputs/models/ensemble-008/bet.ini,./outputs/models/ensemble-008/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-008/bet.ini,66811,1003d7f45aa6d566059af33081b4095a0d56ed4165c26457d4bfda17f3796e70,final-par/ensemble-008/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-008/plot-11.par.rep,./outputs/models/ensemble-008/plot-11.par.rep,2847498,6349,0ee382f45143f6d101bacd1c1197f7339f9f374733db3f389a5664a89c004679
ensemble-014,inclusion,0,0,1,0.2,2,2,9.20035581609109e-05,public fit ledger maximum_gradient <= 1e-4,job-022515/output_archive.tar.gz,823c28f6d617a883006dfe108e7db744ba5a137a17130a9aa3531257c3c2f791,final-par/ensemble-014/final.par,final-par-rr-inclusion-flag2-0/ensemble-014/final.par,2957178,ccdba7a52bc661901e5b3480b70f5fb9792c6e9a276cb80f24d3c9bb8c9bac0c,./outputs/models/ensemble-014/bet.ini,./outputs/models/ensemble-014/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-014/bet.ini,66809,96068f7af3ee22369e1726e61be3957d43309b5a3624d9675cfe7a42c840658b,final-par/ensemble-014/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-014/plot-11.par.rep,./outputs/models/ensemble-014/plot-11.par.rep,2847237,6349,4fdd86f517ad732ad3a6b8dbeddda8ccdf129b0d8f161b0d1244c06c1d0435d6
ensemble-022,inclusion,0,0,1,0.15,1,1,9.21642756766876e-05,public fit ledger maximum_gradient <= 1e-4,job-022521/output_archive.tar.gz,115d7e27f42c8ebc2a045956071a75801f628140715f7c6b51893aaeb32e46c2,final-par/ensemble-022/final.par,final-par-rr-inclusion-flag2-0/ensemble-022/final.par,2957275,f38664c2809d20bdc5db90b97f10537de397fddf026692cc8c9f64e42dd98963,./outputs/models/ensemble-022/bet.ini,./outputs/models/ensemble-022/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-022/bet.ini,66811,b8c4927dcbeec3fad8a6810455d176b8bd0e6dbad3ded2a1c90f430366a4b965,final-par/ensemble-022/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-022/plot-11.par.rep,./outputs/models/ensemble-022/plot-11.par.rep,2848939,6349,4d924bdb5cb98efb394107b53fb490f67ee2da34198dbd406d188d4808ff4cc8
ensemble-025,inclusion,0,0,1,0.25,6,6,9.08639946086583e-05,public fit ledger maximum_gradient <= 1e-4,job-022524/output_archive.tar.gz,7d302e8029a73ecdae575efb6cb0a6e850348375c71067cb4b523f6cae05735b,final-par/ensemble-025/final.par,final-par-rr-inclusion-flag2-0/ensemble-025/final.par,2957218,8052210b680a96e8b3faddf95378da28752cc128d14bd77f87048739cabc9b14,./outputs/models/ensemble-025/bet.ini,./outputs/models/ensemble-025/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-025/bet.ini,66809,518fb6ce4a02fc26931e222a35231fb5fc86465cacd8e3b5779a5c54f02f3810,final-par/ensemble-025/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-025/plot-11.par.rep,./outputs/models/ensemble-025/plot-11.par.rep,2848138,6349,81da2ab6cc943adee25532d1c15c90803f624961c19bcb86c202b34ad2fb6bdd
ensemble-027,inclusion,0,0,1,0.15,1,1,9.25754150158406e-05,public fit ledger maximum_gradient <= 1e-4,job-022526/output_archive.tar.gz,15e1eba603716027e825c23d83a402f71890def580abe074c15131527cef414b,final-par/ensemble-027/final.par,final-par-rr-inclusion-flag2-0/ensemble-027/final.par,2957232,8d69a6924f4c032d90fe308c9f0c0442ec6120818f39634f9fcbae8b7fa585a9,./outputs/models/ensemble-027/bet.ini,./outputs/models/ensemble-027/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-027/bet.ini,66811,9ad3e0c8ce7a0961bdd3bdd5ad02913161847acf34b5d0bfae9c81caef562c1f,final-par/ensemble-027/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-027/plot-11.par.rep,./outputs/models/ensemble-027/plot-11.par.rep,2847416,6349,7ec64b3ac55145809c3ff3c3f11161ad401d9b0e3c5a3ef2073d5e07e422ed7a
ensemble-029,inclusion,0,0,1,0.1,0,0,9.61844017289685e-05,public fit ledger maximum_gradient <= 1e-4,job-022528/output_archive.tar.gz,f5c975d87e90e7c82a072889cc9a1bf15fce70c68fd51b43f6071e15fc9105f8,final-par/ensemble-029/final.par,final-par-rr-inclusion-flag2-0/ensemble-029/final.par,2957203,54b4049b2258f4346af0f29e39df933ff55ae54d33e7c140c4d452da0dd712e3,./outputs/models/ensemble-029/bet.ini,./outputs/models/ensemble-029/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-029/bet.ini,66811,b345200ea9468b3a6b0e587b74978596596cb0e1e1d706a038c60fbb000f404c,final-par/ensemble-029/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-029/plot-11.par.rep,./outputs/models/ensemble-029/plot-11.par.rep,2848427,6349,6e3a7623e438fbbfdaf1e92568d4d414eabb0dd319415186ca97013b57e6903b
ensemble-032,inclusion,0,0,1,0.1,0,0,7.67099632872541e-05,public fit ledger maximum_gradient <= 1e-4,job-022531/output_archive.tar.gz,9d0102a0340dc4567aa31f5a2e39ac590ebc05a531be6c24375b0a8fa4df114c,final-par/ensemble-032/final.par,final-par-rr-inclusion-flag2-0/ensemble-032/final.par,2957189,b0b8ca77cb2a8f27f7af012dcd4ddaf367293526237d165ae9923f731c9ece5b,./outputs/models/ensemble-032/bet.ini,./outputs/models/ensemble-032/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-032/bet.ini,66809,0bdf6e4780b2c6395615413ed4bddd134d9581e05453559fdc2794d77cb4faf5,final-par/ensemble-032/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-032/plot-11.par.rep,./outputs/models/ensemble-032/plot-11.par.rep,2851817,6349,ec42fb5a66efa5b130be3e62b2f86da90bf08aafcf0c5ad6789a32fd8ee02fb7
ensemble-033,inclusion,0,0,1,0.2,2,2,7.33740515780615e-05,public fit ledger maximum_gradient <= 1e-4,job-022532/output_archive.tar.gz,28765be3ae10827377f366831e99c85098e50f69bb780ab4e2e98f60e2ba5a85,final-par/ensemble-033/final.par,final-par-rr-inclusion-flag2-0/ensemble-033/final.par,2957227,806b2fec7c2af95d11e2a6ee1a9fa151effc3459eddb2b9b5ab245e775bbf9ef,./outputs/models/ensemble-033/bet.ini,./outputs/models/ensemble-033/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-033/bet.ini,66811,f1b141faefab2928163a5a2107bbbd6702aba1ded3d7e649283a70c80a3f6565,final-par/ensemble-033/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-033/plot-11.par.rep,./outputs/models/ensemble-033/plot-11.par.rep,2858337,6349,3ca081b1e3ec9686d87222dc0596685c16b70df5e81c5df8ccd7bd1bde469dad
ensemble-034,inclusion,0,0,1,0.35,18,18,5.97639820182288e-05,public fit ledger maximum_gradient <= 1e-4,job-022533/output_archive.tar.gz,f5750fd14f8e861f3c7670c3656af151f9d16fb9e07f802f777b07111f6647dc,final-par/ensemble-034/final.par,final-par-rr-inclusion-flag2-0/ensemble-034/final.par,2957210,5e1e0a99df9d59b46405b5d6f52cd1da82f3f339913bef52133d371030b54370,./outputs/models/ensemble-034/bet.ini,./outputs/models/ensemble-034/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-034/bet.ini,66807,71939cbd694781a3ae58a6565bada90d52ff4b1dccd45681520c1e313e7e2411,final-par/ensemble-034/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-034/plot-11.par.rep,./outputs/models/ensemble-034/plot-11.par.rep,2846420,6349,5e5aa12f3fd5d2fa0c0b504e9e26d5027727deccc9faf4fb9a497135b7912c2d
ensemble-035,inclusion,0,0,1,0.2,2,2,9.78312271498671e-05,public fit ledger maximum_gradient <= 1e-4,job-022534/output_archive.tar.gz,067eb313eca7693676eacc20cf689967496828ddab42b3c92927a18228521b95,final-par/ensemble-035/final.par,final-par-rr-inclusion-flag2-0/ensemble-035/final.par,2957224,f021e31fe62a2f7b06f4c0f849b93ab614691450baf0795ebb8936721b794dd1,./outputs/models/ensemble-035/bet.ini,./outputs/models/ensemble-035/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-035/bet.ini,66809,2280a34604644ba3c131bbb50d616bffdadc6de236beb0a5ea2870b698995c89,final-par/ensemble-035/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-035/plot-11.par.rep,./outputs/models/ensemble-035/plot-11.par.rep,2849339,6349,6a30d0dc1738bebeb8d2b24e7145a9f2c142de7e1edabbdbc0976ec206940fda
ensemble-040,inclusion,0,0,1,0.15,1,1,9.97022791262713e-05,public fit ledger maximum_gradient <= 1e-4,job-022539/output_archive.tar.gz,675c17246c3f5473477e7c2eaa278f2cd5d6c5c24650e9f496cea032eb84bff5,final-par/ensemble-040/final.par,final-par-rr-inclusion-flag2-0/ensemble-040/final.par,2957195,c7369167b7864615bbb6bda1eb5018438a276d5b5d99f0b4dc21fbdf05a87d9e,./outputs/models/ensemble-040/bet.ini,./outputs/models/ensemble-040/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-040/bet.ini,66808,789142222eaf33abef051f1a5f60be557ac59cdfa28efeb1af745df04c455bf7,final-par/ensemble-040/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-040/plot-11.par.rep,./outputs/models/ensemble-040/plot-11.par.rep,2851351,6349,51ebd851453e158d831d64fa137a853306d59546a53fc327cc76f4b66817ddb2
ensemble-042,inclusion,0,0,1,0.15,1,1,9.38825263259918e-05,public fit ledger maximum_gradient <= 1e-4,job-022541/output_archive.tar.gz,60e6936f955b7b95e0b32073e6f59f8598e87e76f1c662a0b167b287c1456019,final-par/ensemble-042/final.par,final-par-rr-inclusion-flag2-0/ensemble-042/final.par,2957241,f3600b58313f571fa541db27661828902f854edc25420b5e7cca6ab27ddc3372,./outputs/models/ensemble-042/bet.ini,./outputs/models/ensemble-042/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-042/bet.ini,66809,db3644361a10ea300dfcaf299c28d5d10fff6a0d618da18e4b99bbd67ebf4b25,final-par/ensemble-042/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-042/plot-11.par.rep,./outputs/models/ensemble-042/plot-11.par.rep,2845566,6349,7ec6e003c6f4a3486146d9b9018da7d2ecb95d71d4e0abce3cd538aece39953f
ensemble-043,inclusion,0,0,1,0.2,2,2,9.07956807652389e-05,public fit ledger maximum_gradient <= 1e-4,job-022542/output_archive.tar.gz,87c5fba4aa2946bfa49c22863c1fe84fa8725523305de093bcef8b766ae432a8,final-par/ensemble-043/final.par,final-par-rr-inclusion-flag2-0/ensemble-043/final.par,2957190,6dad6fca73dd8d0592caa6cf45ffcd80d245321676141d44a0d7a523032eb0fa,./outputs/models/ensemble-043/bet.ini,./outputs/models/ensemble-043/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-043/bet.ini,66811,88731ed80852f9ffcf7b09f899b84609caf1ee58105927618169c4cdf8636198,final-par/ensemble-043/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-043/plot-11.par.rep,./outputs/models/ensemble-043/plot-11.par.rep,2846060,6349,32a98c86b1af701e1fa99f38ef71efea3a16965e394cd38ef43601e0377825d6
ensemble-044,inclusion,0,0,1,0.1,0,0,9.29595364811947e-05,public fit ledger maximum_gradient <= 1e-4,job-022543/output_archive.tar.gz,02acb3c97d2a7bb1801bf8f0be1c99937ff828193625010c2096c7b05809af6f,final-par/ensemble-044/final.par,final-par-rr-inclusion-flag2-0/ensemble-044/final.par,2957249,682d113e649995f13be0944eef473680322b0f539343a3ec22dc0e093a8e0179,./outputs/models/ensemble-044/bet.ini,./outputs/models/ensemble-044/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-044/bet.ini,66811,b04aa47cf750547919e0c0793db10a3c555ba378ad2cebe4cf3d05abfc04449b,final-par/ensemble-044/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-044/plot-11.par.rep,./outputs/models/ensemble-044/plot-11.par.rep,2850292,6349,d7b639b6ff1e1884a302398e2c4caec1e667103fe5debddad1b0316fad9b911c
ensemble-045,inclusion,0,0,1,0.1,0,0,9.94671952413932e-05,public fit ledger maximum_gradient <= 1e-4,job-022544/output_archive.tar.gz,4051c593ac00d30adba94570f20ce716b05adc8c5b5fc6d129bfa5a2826664af,final-par/ensemble-045/final.par,final-par-rr-inclusion-flag2-0/ensemble-045/final.par,2957178,4214dd1b9901d6e3de41b3f246a4131aeeeca7229f05eaf66257b458089fd5f2,./outputs/models/ensemble-045/bet.ini,./outputs/models/ensemble-045/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-045/bet.ini,66811,df66d36192e8ebde6ccb114bcce0266241e551749d16d0afde7baf684f28dbce,final-par/ensemble-045/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-045/plot-11.par.rep,./outputs/models/ensemble-045/plot-11.par.rep,2847649,6349,0d341ea6264e47c5cc7843f4aed72d3ec822f6da89ac280687f336fd6ec5e3c1
ensemble-046,inclusion,0,0,1,0.2,2,2,8.47119675689936e-05,public fit ledger maximum_gradient <= 1e-4,job-022545/output_archive.tar.gz,affa1cb3a850201a112651070bdae9a8e013f29186c4f8a0802b6d6c6f866078,final-par/ensemble-046/final.par,final-par-rr-inclusion-flag2-0/ensemble-046/final.par,2957208,8993a0eb84e167cba5653cd66397cd9d26c33f624e920d4079b8a05b7b8e7234,./outputs/models/ensemble-046/bet.ini,./outputs/models/ensemble-046/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-046/bet.ini,66811,44e80633920f0274c13b49279eade95e207db16d4865ba109eb562a2c54538ed,final-par/ensemble-046/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-046/plot-11.par.rep,./outputs/models/ensemble-046/plot-11.par.rep,2860115,6349,e471e570f3e84aa6ff28da1b69400eaf8db89c8e91dcdcbced9c7b60099bcb7d
ensemble-049,inclusion,0,0,1,0.3,14,14,8.42124565130524e-05,public fit ledger maximum_gradient <= 1e-4,job-022548/output_archive.tar.gz,18e4a8652b3fb2061afddebcea8805af1175970ef4c1dc973ed7f19711b81e2c,final-par/ensemble-049/final.par,final-par-rr-inclusion-flag2-0/ensemble-049/final.par,2957178,da2514716c78892e8da9ab9eee7a0193aa7bd22ab88fece1d8a29ce9b76a4c3b,./outputs/models/ensemble-049/bet.ini,./outputs/models/ensemble-049/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-049/bet.ini,66811,4f29dc9c4af7e0866c8110154fb524b5211d078f75ff6eacf01e0d22e815df9a,final-par/ensemble-049/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-049/plot-11.par.rep,./outputs/models/ensemble-049/plot-11.par.rep,2847797,6349,aebaa56dd0873753a7ec3e4476cb200ed764e8a05ee5d346e5b20b5c4e14efd8
ensemble-052,inclusion,0,0,1,0.25,6,6,8.73075569047253e-05,public fit ledger maximum_gradient <= 1e-4,job-022551/output_archive.tar.gz,684d04a2086970a13a01fdccee9c35258b7fe8bdbaf2081ad485107230e3e4cc,final-par/ensemble-052/final.par,final-par-rr-inclusion-flag2-0/ensemble-052/final.par,2957226,28895a3bb868b8b6e9e9089934493b206810794b2d6d557d53a07265c84c4ac8,./outputs/models/ensemble-052/bet.ini,./outputs/models/ensemble-052/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-052/bet.ini,66811,3abeae4c092e863e7f2779d9f0a03fa65b879f7e7efdfafb39ef1aaf2543a84d,final-par/ensemble-052/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-052/plot-11.par.rep,./outputs/models/ensemble-052/plot-11.par.rep,2844800,6349,2cd98f9fea6d05b6aac21cc87af636303d3f31b456af47fb101da82b60946ca0
ensemble-062,inclusion,0,0,1,0.25,6,6,9.68912096726196e-05,public fit ledger maximum_gradient <= 1e-4,job-022561/output_archive.tar.gz,2365dd04e7a1fc5fc8380b523bb94f4c4d11ef7f753fd14c33893239e2a02357,final-par/ensemble-062/final.par,final-par-rr-inclusion-flag2-0/ensemble-062/final.par,2957226,507c5eb0bbf705bcb5161cbb03c7863351d412ae4c3f8ca93e3ac72f1bd3dabe,./outputs/models/ensemble-062/bet.ini,./outputs/models/ensemble-062/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-062/bet.ini,66809,950df79c47c77220fe4dd1eecdb3599e9dd70f1bd79c4c9f3a853a8bc41a22bc,final-par/ensemble-062/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-062/plot-11.par.rep,./outputs/models/ensemble-062/plot-11.par.rep,2844184,6349,d78201afaaea55aedd107dbd03ee3831bc7775de05034ec3318f9941704887a4
ensemble-063,inclusion,0,0,1,0.15,1,1,5.93553076728006e-05,public fit ledger maximum_gradient <= 1e-4,job-022562/output_archive.tar.gz,b83b09cb95298d220ccb273460eed8f2d8078f8688e50a8058c63e6e712bfbf0,final-par/ensemble-063/final.par,final-par-rr-inclusion-flag2-0/ensemble-063/final.par,2957217,4b3629229c2fce797da9fce4e262950dbeae821ad5a6c62c6cd5ffde1eeb9ebb,./outputs/models/ensemble-063/bet.ini,./outputs/models/ensemble-063/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-063/bet.ini,66811,55174c7b935e19c2d471d9936136f309068b6fc025149a37e70ab08cc9dc7125,final-par/ensemble-063/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-063/plot-11.par.rep,./outputs/models/ensemble-063/plot-11.par.rep,2847920,6349,2715790808bba3e6b9555b88d26bdb1d9f386cc05adbdae276950adac4999227
ensemble-065,inclusion,0,0,1,0.2,2,2,9.17770284390758e-05,public fit ledger maximum_gradient <= 1e-4,job-022564/output_archive.tar.gz,9cb0bdad7b70f5bc86bd334e21200f7875c5c58e05c5f4ed8dace653ad8fc54b,final-par/ensemble-065/final.par,final-par-rr-inclusion-flag2-0/ensemble-065/final.par,2957161,f71cfb20eb5dcde5573d263dc0c630b1d79bdcf9e852173cb5be8817228e39ba,./outputs/models/ensemble-065/bet.ini,./outputs/models/ensemble-065/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-065/bet.ini,66811,06da59692d8d7d6fa0cc04a6a0878cb366743d57a8d2df3f467ed05f9dd71b37,final-par/ensemble-065/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-065/plot-11.par.rep,./outputs/models/ensemble-065/plot-11.par.rep,2850377,6349,75a0bc169b961ea303682d0ce5822911faec1a2801a52e2d1e57ad88d650f160
ensemble-071,inclusion,0,0,1,0.25,6,6,6.77863002124657e-05,public fit ledger maximum_gradient <= 1e-4,job-022570/output_archive.tar.gz,e0e1906886d277b7f17b060b2decc09998717d490106697b3b770cf336a33986,final-par/ensemble-071/final.par,final-par-rr-inclusion-flag2-0/ensemble-071/final.par,2957224,817e9109dfc426f45c6107da3c18756beaa47e5cddc39687def90aa6c567d526,./outputs/models/ensemble-071/bet.ini,./outputs/models/ensemble-071/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-071/bet.ini,66811,cb44c609280c3dda0e62402967de75140996145a6a0250023bb94d37e1e96d63,final-par/ensemble-071/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-071/plot-11.par.rep,./outputs/models/ensemble-071/plot-11.par.rep,2860979,6349,e73e60ed9a1e3c2666462efbd8c5e84760e9d8545a0dd19cfa6bdfc0da857725
ensemble-074,inclusion,0,0,1,0.2,2,2,9.41398000015810e-05,public fit ledger maximum_gradient <= 1e-4,job-022573/output_archive.tar.gz,666eb79c8cf7cb333d9a222227ed51000dee220c8a4a1268bb0d934467d04810,final-par/ensemble-074/final.par,final-par-rr-inclusion-flag2-0/ensemble-074/final.par,2957249,84d0342e0458d45fa343dac2d99c5cd1d9e2cc512c461fce3927f0d06a7e08c8,./outputs/models/ensemble-074/bet.ini,./outputs/models/ensemble-074/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-074/bet.ini,66806,8e425ebca49a3ca113c5379945427849acc7f2598232f45a78207be34e5651ab,final-par/ensemble-074/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-074/plot-11.par.rep,./outputs/models/ensemble-074/plot-11.par.rep,2862385,6349,ee77908606e3caa850a599a5e6025acd4da606b37fdfb4402d71799798493c5d
ensemble-078,inclusion,0,0,1,0.15,1,1,9.98011887170647e-05,public fit ledger maximum_gradient <= 1e-4,job-022577/output_archive.tar.gz,30abd42706b9c1ab900f400a451057061e468c9749cf5ab017b7961310ccd2bf,final-par/ensemble-078/final.par,final-par-rr-inclusion-flag2-0/ensemble-078/final.par,2957230,649d4fea42993ee5100709550087c2742a8988a7776b35e48db5469b5451977b,./outputs/models/ensemble-078/bet.ini,./outputs/models/ensemble-078/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-078/bet.ini,66809,5752ac3b541252cad180c496c8255d9a0a60b523de838c6393bcf0e8c5180c25,final-par/ensemble-078/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-078/plot-11.par.rep,./outputs/models/ensemble-078/plot-11.par.rep,2848956,6349,3866ec7fe92197b840cb0ee322e02e39f5b3c7b0ac527b2e79ebb4374e6377a2
ensemble-080,inclusion,0,0,1,0.35,18,18,9.18081938210401e-05,public fit ledger maximum_gradient <= 1e-4,job-022579/output_archive.tar.gz,4ab966ef1d9eeb311631d43f77c3b779740f3a12e5007a5a7b53fe5ff38f7cc9,final-par/ensemble-080/final.par,final-par-rr-inclusion-flag2-0/ensemble-080/final.par,2957236,66e7903b2c76d7e4fa1179eb3d51d5d00bef45d20202fa84af22dcecbc07dd5e,./outputs/models/ensemble-080/bet.ini,./outputs/models/ensemble-080/bet.model.ini,TRUE,final-par-rr-inclusion-flag2-0/ensemble-080/bet.ini,66811,b1926d33815762aee6af2a426d47654e2ed89cd25e2f25485eea1d5e5cadfd48,final-par/ensemble-080/plot-11.par.rep,final-par-rr-inclusion-flag2-0/ensemble-080/plot-11.par.rep,./outputs/models/ensemble-080/plot-11.par.rep,2849163,6349,de35d21fecfe494df39b66a5738653d48a3273ab6b59c20bc30afe8a5e71234e
