"Quantity","All_q10","All_median","All_q90","PDH_q10","PDH_median","PDH_q90","Max_50_100_difference"
"SBrecent / SBF=0",0.158601830856503,0.254319093973045,0.363119961371235,0.172269996214933,0.259055941177697,0.375233916034722,0.000671129406782905
"SBrecent / SBMSY",0.815313122687162,1.4060060878655,2.60077858831794,0.831933207069756,1.52150755739658,2.84425677298792,0.0334643361397182
"Frecent / FMSY",0.531579461787558,0.915750915750916,1.28003706971727,0.496998884590891,0.884174403160176,1.19466804640384,0.00122497224952822
