"Group","Quantity","Period","2.5%","10%","25%","Median","75%","90%","97.5%"
"Combined (RR=0 + RR=1)","SBrecent / SBF=0","2021–2024 / 2014–2023",0.136156782545546,0.171872311587458,0.217401744022514,0.27723254422898,0.335594362726547,0.39535125412352,0.441695534220116
"Combined (RR=0 + RR=1)","SBrecent / SBMSY","2021–2024 / equilibrium SBMSY",0.634622827661103,0.8224690110629,1.13640595178333,1.5320563655761,2.02372518610422,2.57164913985633,3.51927444509373
"Combined (RR=0 + RR=1)","Frecent / FMSY","2020–2023 / equilibrium FMSY",0.460441468491852,0.59202173307993,0.702397397654996,0.838392299011998,0.983361540423478,1.20604722882749,1.35129372204931
"RR=0: inclusion","SBrecent / SBF=0","2021–2024 / 2014–2023",0.126475943243433,0.158601830856503,0.20265407611888,0.254319093973045,0.2971092094001,0.363119961371235,0.488924839900391
"RR=0: inclusion","SBrecent / SBMSY","2021–2024 / equilibrium SBMSY",0.651730171875657,0.815313122687162,1.08134135694687,1.4060060878655,1.84820585450265,2.60077858831794,3.60432577909847
"RR=0: inclusion","Frecent / FMSY","2020–2023 / equilibrium FMSY",0.343007191074898,0.531579461787558,0.8110300081103,0.915750915750916,1.02538885307837,1.28003706971727,1.43988480921526
"RR=1: exclusion","SBrecent / SBF=0","2021–2024 / 2014–2023",0.137579590454438,0.182744738784803,0.247179944983452,0.294433435599521,0.347806771538493,0.41846569014018,0.439607177969122
"RR=1: exclusion","SBrecent / SBMSY","2021–2024 / equilibrium SBMSY",0.618311080607934,0.875800310519602,1.1967059097887,1.65489340083552,2.13995966372283,2.56582076984301,3.47011786098007
"RR=1: exclusion","Frecent / FMSY","2020–2023 / equilibrium FMSY",0.506031711065622,0.615871626169858,0.666189859248867,0.783699059561129,0.931993358062606,1.0992745082925,1.34822768727146
