"Quantity","Period","Unit","Minimum","10%","Median","Mean","90%","Maximum"
"F multiplier at MSY","2020–2023","multiplier",0.7341,0.91835,1.2765,1.28560434782609,1.6225,2.17
"Frecent / FMSY","2020–2023","ratio",0.460829493087558,0.616363784173525,0.783392207932483,0.823725546291024,1.08895516888902,1.36221223266585
"SBF=0","2014–2023 mean","thousand MT",874.65275,981.941375,1864.465,1972.16238043478,3293.595375,3990.865
"SBlatest / SBF=0","2024 / 2014–2023","ratio",0.118567760951117,0.165063147752107,0.256946884332857,0.262741032040602,0.368430210911142,0.406785245805107
"SBlatest / SBMSY","2024 / equilibrium SBMSY","ratio",0.674625,0.9219875,1.459625,1.44555923913043,1.978625,2.30525
"SBrecent / SBF=0","2021–2024 / 2014–2023","ratio",0.135643445762942,0.188344258226884,0.290895695269712,0.295050670949415,0.412027504150508,0.439595801912618
"SBrecent / SBMSY","2021–2024 / equilibrium SBMSY","ratio",0.77173533614589,1.05619729518594,1.64346440087554,1.6283318179672,2.18607940738521,2.65134389013453
"SBMSY","Equilibrium","thousand MT",130.7,160.6,327.35,375.495652173913,684.7,1019
"SBMSY / SBF=0","Equilibrium / 2014–2023","ratio",0.140135423141698,0.157296046859965,0.177819336386318,0.182138069904026,0.205515568011395,0.255333117005963
