"Quantity","Period","Models","10%","Median","90%"
"SBrecent / SBF=0","2021–2024 / 2014–2023",46,0.188344258226884,0.290895695269712,0.412027504150508
"SBrecent / SBMSY","2021–2024 / equilibrium SBMSY",46,1.05619729518594,1.64346440087554,2.18607940738521
"Frecent / FMSY","2020–2023 / equilibrium FMSY",46,0.616363784173525,0.783392207932483,1.08895516888902
