"Quantity","All_q10","All_median","All_q90","PDH_q10","PDH_median","PDH_q90","Max_50_100_difference"
"SBrecent / SBF=0",0.182744738784803,0.294433435599521,0.41846569014018,0.173601708522017,0.281928435182655,0.402718248756843,0.00187796896965559
"SBrecent / SBMSY",0.875800310519602,1.65489340083552,2.56582076984301,0.826953366518386,1.52449030169598,2.69102754691887,0.031442566537887
"Frecent / FMSY",0.615871626169858,0.783699059561129,1.0992745082925,0.618009823666743,0.80848209083371,1.20957677897604,0.00145094186155148
