"source_repository","source_artifact","source_payload_sha256","first_year","terminal_year","objective_function","maximum_gradient"
"PacificCommunity/ofp-sam-bet-2026-diagnostic","results/reference/model_payload.rds","c132589cae2c8dea8a17c64e62913abc6081ec2fc11c5b4e6936267f2ebdf5d0",1952,2024,90814.8573966593,9.67941148140092e-05
