"Quantity","All_q10","All_median","All_q90","PDH_q10","PDH_median","PDH_q90","Max_50_100_difference"
"SBrecent / SBF=0",0.171872311587458,0.27723254422898,0.39535125412352,0.173101477650138,0.274631879434217,0.393356930091504,0.000494272311463317
"SBrecent / SBMSY",0.8224690110629,1.5320563655761,2.57164913985633,0.828029704018471,1.5217326351743,2.75201483583573,0.0396185848967145
"Frecent / FMSY",0.59202173307993,0.838392299011998,1.20604722882749,0.577259586663152,0.838392299011998,1.20126491619436,0.00344838108508205
