"Quantity","Period","2.5%","10%","25%","Median","75%","90%","97.5%"
"SBrecent / SBF=0","2021–2024 / 2014–2023",0.136156782545546,0.171872311587458,0.217401744022514,0.27723254422898,0.335594362726547,0.39535125412352,0.441695534220116
"SBrecent / SBMSY","2021–2024 / equilibrium SBMSY",0.634622827661103,0.8224690110629,1.13640595178333,1.5320563655761,2.02372518610422,2.57164913985633,3.51927444509373
"Frecent / FMSY","2020–2023 / equilibrium FMSY",0.460441468491852,0.59202173307993,0.702397397654996,0.838392299011998,0.983361540423478,1.20604722882749,1.35129372204931
